"","viento","direccion","temperatura","humedad"
"3066",5.4,197,21.45,20
"3067",5.2,208,20.85,22
"3068",2.7,227,18.95,25
"3069",0.8,216,17.15,29
"3070",1.1,68,16.35,31
"3071",1,23,16.65,23
"3072",4.1,34,16.95,25
"3073",6.4,19,15.85,27
"3074",7.5,5,16.45,23
"3075",9.4,2,12.65,32
"3076",10.4,7,12.35,34
"3077",9.3,13,12.15,35
"3078",7.8,15,12.65,34
"3079",6.1,356,11.75,36
"3080",7.3,2,10.15,36
"3081",9.4,9,13.05,27
"3082",5.6,13,20.15,19
"3083",5.9,354,23.45,15
"3084",4.9,348,25.45,13
"3085",8.4,234,25.15,12
"3086",8.5,222,23.95,12
"3087",7,223,23.65,10
"3088",6.4,232,23.45,10
"3089",6.8,223,22.95,12
"3090",6.9,225,22.85,15
"3091",5.4,230,22.05,14
"3092",1.8,264,19.45,19
"3093",0.8,287,18.35,20
"3094",0,28,17.95,21
"3095",2.8,5,17.75,22
"3096",6.8,13,17.05,20
"3097",9.5,14,14.65,22
"3098",9.2,10,14.35,28
"3099",7.8,347,14.05,28
"3100",6.9,1,14.95,25
"3101",6.9,9,14.05,26
"3102",7.2,16,11.15,29
"3103",11.5,14,11.95,28
"3104",11.8,14,13.65,25
"3105",10.3,12,13.45,25
"3106",8.3,10,19.55,18
"3107",8.7,3,23.25,14
"3108",4.8,345,24.45,12
"3109",5.7,217,24.95,11
"3110",7.4,216,24.75,12
"3111",9,231,23.75,13
"3112",8.5,215,23.25,12
"3113",6.8,217,22.05,13
"3114",6,216,21.25,12
"3115",4.3,215,20.15,11
"3116",1.9,284,17.75,12
"3117",1.3,14,17.45,16
"3118",5.8,16,17.45,13
"3119",7.7,3,16.95,13
"3120",9.5,9,14.85,36
"3121",7.6,341,13.35,37
"3122",10.2,8,12.95,28
"3123",10.7,9,12.85,35
"3124",11.4,17,12.85,38
"3125",10.5,19,12.25,36
"3126",11.3,21,11.65,37
"3127",11.1,32,12.05,33
"3128",11.2,26,12.05,33
"3129",9.5,33,13.15,33
"3130",11.6,5,17.25,29
"3131",13.2,8,19.05,26
"3132",10.8,6,20.45,23
"3133",9.5,360,21.65,16
"3134",9.6,1,22.85,13
"3135",10.6,231,18.65,21
"3136",7.2,215,17.25,23
"3137",6.3,197,17.85,22
"3138",5.6,211,16.25,32
"3139",4.5,192,15.85,23
"3140",1.6,130,14.45,21
"3141",3.4,210,13.15,22
"3142",2.3,289,9.85,52
"3143",1.8,358,10.25,43
"3144",7.2,360,10.25,36
"3145",11.4,16,9.15,37
"3146",12.1,8,8.95,42
"3147",8.6,315,9.45,38
"3148",10.3,7,9.05,39
"3149",8.5,1,7.45,41
"3150",5.9,11,8.15,39
"3151",4.7,5,10.65,27
"3152",7.6,7,8.05,41
"3153",8.1,10,11.35,40
"3154",11.9,15,16.45,32
"3155",12.7,15,18.65,25
"3156",12.2,4,20.05,20
"3157",9.4,9,21.15,15
"3158",3.4,317,21.95,12
"3159",7.8,223,19.55,19
"3160",6.7,225,19.35,19
"3161",5.8,231,19.05,19
"3162",4.7,224,18.25,20
"3163",5.4,215,17.45,20
"3164",2.8,232,14.85,27
"3165",2.4,353,14.15,30
"3166",3.6,11,14.35,34
"3167",5.5,4,13.75,31
"3168",7.6,10,10.45,36
"3169",10.3,9,9.85,26
"3170",11.5,11,11.45,24
"3171",12.5,13,11.35,21
"3172",11.3,14,13.95,15
"3173",10.9,13,13.35,18
"3174",10.5,14,13.35,19
"3175",10.9,14,14.75,17
"3176",11.3,10,12.05,21
"3177",10.7,12,13.75,20
"3178",7.8,8,19.25,16
"3179",7.6,1,22.25,15
"3180",6.7,354,23.75,12
"3181",3.1,7,25.15,9
"3182",6,227,24.65,9
"3183",7.1,221,23.95,9
"3184",6.9,220,24.05,9
"3185",6.6,215,23.05,10
"3186",6.2,216,21.85,11
"3187",5.7,228,20.65,11
"3188",2.4,244,17.85,12
"3189",0,199,16.75,14
"3190",1.4,61,17.25,14
"3191",1.9,21,17.75,18
"3192",5.5,4,16.85,16
"3193",5.3,7,17.35,18
"3194",7.1,5,17.05,20
"3195",8.5,14,15.25,19
"3196",8.8,13,14.75,20
"3197",8.5,13,14.95,18
"3198",7.2,15,15.75,18
"3199",6.9,11,16.65,16
"3200",5.8,17,16.55,16
"3201",6.3,8,17.75,14
"3202",3.6,2,20.35,13
"3203",2.9,205,22.65,11
"3204",4.2,215,23.05,10
"3205",4,210,24.25,9
"3206",6.6,195,25.05,9
"3207",6.5,231,24.95,10
"3208",6.8,229,23.95,10
"3209",6.6,219,23.15,11
"3210",6.6,226,22.25,13
"3211",5.1,236,20.75,14
"3212",1.5,245,18.25,17
"3213",1.4,336,17.15,18
"3214",3.4,27,17.45,17
"3215",5.3,9,17.25,18
"3216",6.9,10,16.65,19
"3217",6.3,7,16.85,20
"3218",9.4,13,15.55,21
"3219",9.6,12,13.95,23
"3220",8.7,9,14.35,18
"3221",8.9,12,14.05,18
"3222",8.4,13,15.25,16
"3223",3.5,3,17.45,14
"3224",4.3,17,16.95,14
"3225",6.3,13,16.15,12
"3226",6.8,8,18.65,13
"3227",2.4,211,21.75,11
"3228",2.1,192,23.75,8
"3229",3.5,183,24.95,7
"3230",4.6,211,25.95,6
"3231",7.6,218,26.15,7
"3232",7.9,221,24.95,7
"3233",8.1,231,23.75,9
"3234",7.2,229,22.35,10
"3235",4,233,20.85,12
"3236",0.2,274,18.55,13
"3237",2.5,359,18.75,14
"3238",6.4,17,17.45,14
"3239",8.3,15,15.85,16
"3240",9,12,14.65,19
"3241",10,11,13.95,18
"3242",10.1,11,14.45,18
"3243",10.1,15,14.35,18
"3244",9.8,16,14.55,18
"3245",9.9,15,15.95,17
"3246",9.2,7,14.05,19
"3247",8.9,5,14.75,19
"3248",10.3,9,13.95,19
"3249",10.5,10,14.15,18
"3250",7.1,12,18.85,14
"3251",6.5,8,22.45,11
"3252",5.7,352,24.25,9
"3253",3.4,334,25.85,7
"3254",4.5,40,26.65,7
"3255",7.9,224,24.55,9
"3256",8.3,217,23.75,8
"3257",7.1,210,22.75,8
"3258",5.3,216,22.15,7
"3259",4.8,225,20.95,9
"3260",1.3,264,18.15,13
"3261",0.1,2,17.75,14
"3262",7.2,18,16.55,14
"3263",10.3,31,15.85,15
"3264",10.9,28,14.95,17
"3265",10.5,15,15.85,14
"3266",11.2,10,12.35,18
"3267",11.3,13,12.15,17
"3268",12,10,11.45,18
"3269",10.8,9,10.65,20
"3270",12,9,10.85,21
"3271",11.2,13,10.85,22
"3272",11.1,9,10.85,22
"3273",10.3,7,11.35,22
"3274",8.6,357,17.75,16
"3275",8.3,357,20.95,13
"3276",6.9,351,22.45,10
"3277",2.6,290,24.35,7
"3278",5.5,247,24.35,8
"3279",8.6,213,23.05,9
"3280",8.5,221,21.75,10
"3281",7,219,21.35,12
"3282",6.4,208,20.55,13
"3283",5.5,197,19.15,16
"3284",1.4,200,17.05,18
"3285",1,18,15.55,21
"3286",1.7,50,16.25,23
"3287",5.9,1,15.15,22
"3288",6.5,5,15.55,20
"3289",10.7,9,12.35,23
"3290",11,17,12.75,22
"3291",10.7,18,13.55,20
"3292",10.5,14,13.45,20
"3293",10.7,13,13.55,20
"3294",11.7,12,12.25,21
"3295",11.8,13,12.85,20
"3296",11.6,12,12.45,21
"3297",10.7,11,12.45,20
"3298",7.2,12,17.75,14
"3299",4.4,4,21.05,11
"3300",2.2,25,22.75,8
"3301",1.8,161,24.25,7
"3302",5.1,216,23.55,9
"3303",6.9,219,23.05,12
"3304",7.5,224,22.15,13
"3305",7.5,223,21.25,15
"3306",7.1,216,20.05,18
"3307",5.1,221,18.95,19
"3308",1.6,259,16.65,20
"3309",0.7,335,15.35,26
"3310",1.6,35,16.15,25
"3311",7.5,12,13.75,26
"3312",8.4,7,13.25,27
"3313",9.6,10,12.55,29
"3314",11.5,13,13.75,25
"3315",10.2,9,13.45,27
"3316",9.4,7,12.95,30
"3317",9,9,14.15,26
"3318",11.4,12,12.65,30
"3319",10.9,16,13.55,25
"3320",10.2,14,13.15,23
"3321",8.8,18,12.95,23
"3322",7.6,14,17.55,17
"3323",7.8,360,20.95,14
"3324",4.1,354,22.95,10
"3325",3,227,24.15,9
"3326",6.2,230,23.55,10
"3327",7.3,227,23.25,12
"3328",7.5,220,22.15,14
"3329",8.5,225,20.55,18
"3330",6.4,225,19.95,18
"3331",3.7,224,19.25,19
"3332",2.1,269,16.95,22
"3333",0.9,322,16.35,24
"3334",0,13,16.25,26
"3335",5.9,9,15.05,24
"3336",8.1,6,14.35,26
"3337",10.7,11,14.05,27
"3338",12.3,13,14.85,24
"3339",11.3,13,12.65,27
"3340",10.5,8,12.25,28
"3341",11,18,13.25,26
"3342",11.9,10,12.65,27
"3343",12.7,13,13.05,25
"3344",11.6,12,12.85,24
"3345",11.2,11,13.55,20
"3346",7,13,18.85,12
"3347",1.1,168,22.75,8
"3348",3.9,208,23.35,7
"3349",4.1,243,24.55,6
"3350",6.1,214,24.95,7
"3351",8.3,225,24.05,8
"3352",7.8,219,23.75,8
"3353",7.4,220,22.85,7
"3354",6.2,209,22.05,7
"3355",4.3,219,21.15,9
"3356",0.9,274,18.85,11
"3357",1.5,3,18.85,12
"3358",2.8,3,18.95,13
"3359",5.4,4,18.25,12
"3360",7.7,3,17.45,13
"3361",10.3,11,15.55,17
"3362",9.8,12,14.95,18
"3363",11.2,12,14.45,18
"3364",10.7,13,14.65,17
"3365",9.1,8,14.85,16
"3366",8.3,13,15.35,16
"3367",8.7,19,15.65,15
"3368",8,14,15.15,16
"3369",8.8,14,15.65,15
"3370",6.4,11,19.25,12
"3371",2.2,18,22.95,9
"3372",2.1,180,24.65,8
"3373",3.3,193,26.25,7
"3374",4.5,190,26.55,7
"3375",6.6,218,25.95,8
"3376",7.2,223,25.25,8
"3377",8.8,217,24.05,9
"3378",6.8,219,22.85,10
"3379",4.8,226,20.75,13
"3380",1.4,283,18.35,14
"3381",0.7,21,17.35,17
"3382",3.5,11,17.95,16
"3383",5.3,358,17.45,17
"3384",7.2,8,17.45,14
"3385",7.1,6,17.05,22
"3386",8.8,11,15.25,22
"3387",8.5,11,14.95,22
"3388",9.1,9,16.05,20
"3389",10.1,12,16.35,19
"3390",10.3,11,15.05,19
"3391",11,13,14.95,18
"3392",11.8,11,13.45,21
"3393",11.5,11,14.15,20
"3394",8.6,12,18.65,15
"3395",7.6,5,22.55,11
"3396",4.6,357,24.65,9
"3397",5.5,238,25.45,8
"3398",5.5,224,25.05,7
"3399",7,225,24.75,8
"3400",9.2,221,24.35,9
"3401",8.6,222,23.35,9
"3402",6.7,220,21.95,9
"3403",4.1,232,20.55,10
"3404",1.1,329,17.95,14
"3405",1.3,1,18.45,11
"3406",4.5,17,17.75,13
"3407",6.9,17,15.85,13
"3408",7.4,12,14.55,15
"3409",9,12,15.85,19
"3410",11.1,20,14.85,20
"3411",8.4,23,15.55,19
"3412",10.6,18,15.15,20
"3413",11.1,18,13.85,21
"3414",10.3,14,15.15,19
"3415",10.4,14,14.75,19
"3416",10.6,13,14.55,19
"3417",10.1,12,14.95,18
"3418",6.8,10,18.05,16
"3419",4.6,359,22.05,12
"3420",3.9,332,23.25,11
"3421",3.9,324,24.95,9
"3422",2.5,333,26.45,6
"3423",8.3,227,24.45,10
"3424",8.6,216,22.35,12
"3425",7,221,21.25,14
"3426",5.5,214,20.95,14
"3427",4.5,228,19.45,16
"3428",1.2,222,17.25,19
"3429",0.8,354,16.55,21
"3430",3.1,43,16.75,20
"3431",8,12,15.55,20
"3432",8.5,20,14.25,24
"3433",10.3,13,11.85,29
"3434",10.6,9,11.75,30
"3435",11.1,7,10.55,30
"3436",13.1,11,11.95,26
"3437",13.1,14,11.45,26
"3438",13.1,19,12.35,24
"3439",11.8,20,12.75,24
"3440",12.7,19,13.25,24
"3441",11.1,23,14.35,23
"3442",12.1,22,19.05,18
"3443",13.3,8,21.05,13
"3444",11.7,3,22.25,13
"3445",11,3,23.45,13
"3446",8,356,24.65,10
"3447",5.9,9,25.45,9
"3448",8.4,222,22.85,14
"3449",7.2,204,21.85,16
"3450",6.6,202,20.25,17
"3451",4.4,220,18.75,19
"3452",0.7,316,16.35,22
"3453",0.9,72,16.45,23
"3454",3.1,34,15.25,25
"3455",6.9,13,15.75,23
"3456",8.9,18,12.95,30
"3457",9.9,8,11.15,35
"3458",10.5,4,10.95,35
"3459",9.7,7,10.75,33
"3460",7.8,9,13.25,29
"3461",7.4,6,12.35,32
"3462",7,19,14.35,29
"3463",8.1,20,11.15,31
"3464",8.9,24,11.65,31
"3465",9.3,10,11.55,33
"3466",8.7,16,17.85,26
"3467",9.5,4,20.75,22
"3468",7.2,359,22.15,19
"3469",6,333,23.85,12
"3470",4.5,326,25.25,12
"3471",5.6,216,24.75,14
"3472",7.1,225,22.85,16
"3473",6.9,217,22.05,17
"3474",6.1,214,20.95,17
"3475",3.9,223,19.65,16
"3476",0.9,311,17.35,16
"3477",0.3,63,17.15,16
"3478",1.3,347,17.35,18
"3479",5.4,27,17.35,22
"3480",8,19,15.25,25
"3481",8,28,12.85,28
"3482",9.2,27,13.25,27
"3483",11.9,31,12.65,27
"3484",11,13,11.55,29
"3485",10.6,21,13.75,26
"3486",11.8,14,14.05,20
"3487",11.7,18,13.25,17
"3488",11.7,29,13.95,16
"3489",10.4,16,15.95,17
"3490",9.8,5,18.55,14
"3491",11.2,7,21.75,13
"3492",11,4,23.15,13
"3493",10.6,357,24.25,12
"3494",9,349,24.75,10
"3495",7.9,348,25.65,9
"3496",9.3,225,23.35,17
"3497",5.4,215,20.75,19
"3498",5.1,208,20.15,20
"3499",4.2,218,18.45,23
"3500",0.3,186,16.05,27
"3501",4.8,16,16.05,24
"3502",9.5,30,15.95,26
"3503",9.7,24,14.15,26
"3504",11.2,29,13.95,24
"3505",10.1,16,12.95,27
"3506",11.4,6,11.65,30
"3507",12.4,9,10.75,33
"3508",13,6,9.55,33
"3509",12.6,11,10.25,29
"3510",10.8,18,12.35,24
"3511",10,23,12.65,24
"3512",11,28,13.75,28
"3513",9.6,25,15.25,25
"3514",7.6,24,20.05,19
"3515",9.1,10,22.65,15
"3516",8.1,14,23.65,11
"3517",6.8,360,24.35,9
"3518",6.8,341,25.15,8
"3519",5.9,238,23.45,10
"3520",8.9,214,23.25,12
"3521",7.2,216,22.45,14
"3522",3.7,240,22.15,16
"3523",1.5,175,21.05,16
"3524",0.8,120,18.95,16
"3525",2.1,316,17.35,19
"3526",9.2,20,16.35,20
"3527",10.7,18,14.45,19
"3528",11.2,18,14.15,13
"3529",9.8,20,13.85,13
"3530",11.1,12,12.55,17
"3531",11.8,26,12.55,19
"3532",11.4,24,13.35,16
"3533",12.1,32,13.95,14
"3534",12.1,23,14.95,11
"3535",10.3,23,14.85,11
"3536",10.5,21,15.25,11
"3537",11.1,23,16.45,10
"3538",10.7,23,21.35,8
"3539",11.5,11,22.85,7
"3540",11.3,14,23.75,7
"3541",8.9,8,24.85,7
"3542",8.2,306,25.45,8
"3543",6,328,25.45,7
"3544",8.2,314,25.25,8
"3545",6.5,316,24.95,8
"3546",9.6,313,24.55,8
"3547",5.1,150,23.35,10
"3548",3.4,100,18.05,18
"3549",1.5,330,18.85,16
"3550",8.2,24,17.05,18
"3551",8.8,25,17.05,18
"3552",10,24,15.65,13
"3553",9.8,24,15.75,12
"3554",10,20,15.55,13
"3555",10.3,19,14.85,14
"3556",10,19,14.85,13
"3557",9.9,21,15.15,11
"3558",9.6,18,14.25,11
"3559",10.4,12,14.05,11
"3560",11,11,13.95,12
"3561",10.3,12,14.75,12
"3562",6.9,6,18.45,11
"3563",8.3,360,22.15,8
"3564",8.1,360,23.15,9
"3565",8.2,3,23.75,8
"3566",8.5,352,24.75,8
"3567",3.3,229,24.15,9
"3568",9.2,227,20.55,10
"3569",7.1,203,20.75,12
"3570",4.8,196,19.75,11
"3571",3.5,199,18.35,10
"3572",2,99,17.05,11
"3573",4.9,37,17.35,11
"3574",10.4,7,14.15,18
"3575",10.7,13,13.45,18
"3576",10.8,20,13.75,20
"3577",9.2,25,14.55,20
"3578",8.3,33,13.35,21
"3579",8.8,12,11.85,22
"3580",8.4,19,11.45,22
"3581",8.5,27,11.25,22
"3582",8.6,23,11.45,22
"3583",8.9,17,11.05,23
"3584",9.7,8,10.85,23
"3585",8.4,8,11.15,23
"3586",7.6,4,15.95,18
"3587",11,11,19.25,16
"3588",12.4,354,20.55,14
"3589",12.8,354,21.15,14
"3590",10.9,1,21.55,13
"3591",10.2,338,22.25,11
"3592",6,346,22.15,11
"3593",8.5,228,16.45,12
"3594",5.5,203,15.85,11
"3595",3.4,219,14.35,11
"3596",1.9,181,12.65,11
"3597",1,271,12.55,12
"3598",3.6,269,11.45,11
"3599",1.3,359,12.05,11
"3600",6.9,19,11.45,14
"3601",10.4,12,8.65,23
"3602",10.7,16,7.55,29
"3603",10,23,6.65,33
"3604",8,29,8.05,39
"3605",7.6,14,6.55,36
"3606",10.7,35,7.95,33
"3607",9.9,19,6.75,22
"3608",6.8,354,5.75,21
"3609",7.6,2,7.25,21
"3610",7.6,358,13.65,14
"3611",9.4,7,16.15,11
"3612",8.5,7,17.55,9
"3613",7.6,359,18.35,7
"3614",5.5,344,18.85,7
"3615",3.8,358,19.75,6
"3616",6.8,228,17.75,9
"3617",5.3,228,17.55,9
"3618",6,225,16.55,9
"3619",2.4,217,14.85,10
"3620",0.2,257,12.85,12
"3621",0.3,140,12.45,12
"3622",1.4,39,12.95,13
"3623",3.4,18,12.55,13
"3624",6.9,7,8.55,16
"3625",10.4,22,9.95,15
"3626",10.6,21,10.05,14
"3627",11.2,21,10.55,14
"3628",12.2,16,8.75,15
"3629",11.4,14,8.15,15
"3630",11.1,11,8.25,15
"3631",11.8,11,8.95,16
"3632",11.3,9,8.15,17
"3633",9.9,13,11.15,13
"3634",8.1,3,15.75,10
"3635",10.8,18,19.75,7
"3636",10,19,20.55,6
"3637",9.4,360,21.65,5
"3638",5.8,1,22.35,4
"3639",4.6,354,23.05,3
"3640",8.7,217,20.95,8
"3641",7.6,217,19.75,9
"3642",5.5,215,17.95,11
"3643",3.8,229,16.75,12
"3644",2.4,231,14.15,13
"3645",1.3,16,13.55,14
"3646",4.6,355,13.85,15
"3647",5.5,4,13.75,14
"3648",9.1,12,11.55,10
"3649",11.8,13,9.45,10
"3650",12.7,12,10.55,11
"3651",13.8,13,11.35,10
"3652",12.4,10,11.15,11
"3653",12.2,11,12.45,11
"3654",11.5,21,12.05,11
"3655",11.3,19,11.95,11
"3656",11.6,31,13.05,11
"3657",11.2,14,13.85,12
"3658",9.5,5,17.95,9
"3659",10.5,3,20.75,9
"3660",11,2,22.65,8
"3661",9.4,360,23.75,8
"3662",5.6,350,25.05,5
"3663",7.2,229,22.05,9
"3664",6.8,220,21.45,9
"3665",5.8,210,20.95,11
"3666",5.1,212,19.75,12
"3667",2.9,229,17.95,14
"3668",0.8,232,16.05,17
"3669",0.6,11,15.05,17
"3670",3.7,17,14.95,19
"3671",7.4,2,12.15,19
"3672",7.9,20,12.85,19
"3673",4.8,331,12.25,22
"3674",6.1,18,12.85,21
"3675",4.6,350,11.65,21
"3676",6.3,356,12.95,21
"3677",6.3,1,12.95,19
"3678",6.1,14,12.25,21
"3679",4.8,351,11.95,21
"3680",6.3,21,11.35,19
"3681",10.5,14,13.65,16
"3682",10.1,7,17.35,13
"3683",13.9,15,21.05,10
"3684",14.3,7,22.05,10
"3685",12.9,9,23.15,8
"3686",9.9,3,23.55,8
"3687",8.3,217,17.95,14
"3688",7.2,221,16.95,14
"3689",4.7,222,16.75,17
"3690",2.4,211,16.95,15
"3691",2.1,226,16.55,15
"3692",0.8,184,15.55,16
"3693",1.1,316,15.35,16
"3694",8.5,17,13.65,21
"3695",9.1,10,13.05,22
"3696",9.8,9,12.25,24
"3697",9.7,13,12.25,22
"3698",9.1,11,11.75,19
"3699",8.6,3,11.85,18
"3700",7.5,1,12.25,15
"3701",9.1,15,12.95,17
"3702",10.3,21,13.25,18
"3703",10.5,13,10.25,26
"3704",10.4,13,8.25,28
"3705",8,2,10.65,25
"3706",7.7,353,15.65,20
"3707",6.4,359,18.85,14
"3708",6.2,353,20.75,15
"3709",7.2,359,22.15,13
"3710",7.2,360,23.15,11
"3711",4.3,240,21.85,8
"3712",6.2,214,20.55,7
"3713",6.4,224,19.45,8
"3714",5.3,217,18.25,8
"3715",3.2,227,16.75,9
"3716",0.6,291,15.25,9
"3717",0.8,27,15.45,8
"3718",3.3,11,15.45,9
"3719",7.2,18,14.55,11
"3720",9,27,11.25,23
"3721",6.9,23,14.35,20
"3722",7.7,19,11.55,22
"3723",7.7,7,11.95,22
"3724",8,7,11.75,23
"3725",8.9,19,11.85,24
"3726",9.8,13,11.65,24
"3727",10.1,14,13.15,23
"3728",10.1,17,13.05,23
"3729",1.8,337,12.15,24
"3730",3,349,15.75,20
"3731",2.4,180,18.95,17
"3732",1.7,158,20.05,16
"3733",4.2,212,21.95,13
"3734",3.6,335,24.25,6
"3735",6.1,232,23.75,10
"3736",8.5,221,22.15,11
"3737",7.7,220,20.75,11
"3738",5.5,225,19.75,13
"3739",3.3,227,18.55,14
"3740",1.9,316,16.65,15
"3741",1.7,39,17.25,14
"3742",2.5,29,17.05,15
"3743",7,360,14.85,18
"3744",9.3,1,11.55,23
"3745",12.2,14,12.35,23
"3746",11.8,23,14.75,18
"3747",12.4,15,13.65,17
"3748",10.8,11,12.35,18
"3749",10.8,11,15.15,15
"3750",10.7,11,13.45,16
"3751",10.4,13,14.35,14
"3752",10.1,14,13.65,15
"3753",10.9,14,13.55,15
"3754",6.9,18,16.75,13
"3755",4.9,349,21.35,10
"3756",5.3,341,23.05,8
"3757",4.9,330,24.45,6
"3758",3.6,225,24.75,6
"3759",7.2,227,23.65,6
"3760",7.7,225,22.75,8
"3761",6.9,215,22.25,7
"3762",5.9,218,21.15,9
"3763",3.2,237,18.85,11
"3764",1.1,261,17.05,13
"3765",1,44,17.15,13
"3766",3.6,16,16.75,19
"3767",5.5,350,16.85,14
"3768",7.7,4,15.95,16
"3769",9.8,2,14.25,18
"3770",9.6,6,13.65,20
"3771",11,13,14.55,19
"3772",10.3,7,13.95,17
"3773",5.2,29,15.35,15
"3774",8.6,19,15.25,10
"3775",7.5,14,14.95,10
"3776",9.7,14,16.95,8
"3777",10.6,12,14.05,10
"3778",8.7,12,17.95,10
"3779",6.8,10,22.65,7
"3780",5.1,3,24.35,6
"3781",7,227,23.25,8
"3782",6.4,218,23.75,7
"3783",7.6,224,23.55,7
"3784",7.3,210,23.75,7
"3785",7.9,210,23.35,8
"3786",6.9,213,21.55,10
"3787",3.3,240,19.45,12
"3788",0.6,170,17.25,15
"3789",1.9,98,18.25,13
"3790",3,27,18.45,12
"3791",6.3,3,17.35,15
"3792",7.2,11,15.85,16
"3793",9.4,12,13.75,18
"3794",9.4,9,13.65,17
"3795",10.4,11,14.75,17
"3796",9.7,11,16.15,17
"3797",8.5,13,15.05,18
"3798",9.3,10,14.55,18
"3799",9,12,15.25,17
"3800",9.6,12,15.95,15
"3801",8.7,13,15.35,15
"3802",6.1,13,18.65,13
"3803",2.3,356,22.15,10
"3804",2.7,221,23.45,9
"3805",3.9,215,23.85,8
"3806",5.9,227,24.25,7
"3807",6.8,228,23.95,8
"3808",6.9,222,23.55,8
"3809",6.4,220,22.75,9
"3810",5.9,211,21.55,10
"3811",3.3,222,19.45,13
"3812",1.1,42,17.65,15
"3813",1.1,14,17.65,16
"3814",5,355,17.35,15
"3815",8.6,14,14.55,17
"3816",9.5,15,15.85,19
"3817",10.1,8,13.65,19
"3818",9.9,8,13.15,19
"3819",9.4,7,13.15,20
"3820",8.6,7,14.15,19
"3821",8.1,13,13.65,17
"3822",6.5,18,15.75,14
"3823",7.6,14,12.95,16
"3824",7.8,12,13.55,16
"3825",10.9,16,12.45,17
"3826",9.4,17,17.05,10
"3827",8,11,20.45,7
"3828",5.8,5,22.25,7
"3829",4.7,205,22.65,6
"3830",5.8,227,23.25,7
"3831",6.7,223,22.55,9
"3832",7.2,214,22.15,10
"3833",7.6,231,21.55,9
"3834",6.4,223,20.15,10
"3835",3.2,213,18.35,12
"3836",0.5,229,16.05,16
"3837",2.3,86,16.05,22
"3838",1.5,60,15.75,18
"3839",4.5,10,15.85,16
"3840",7.3,10,13.65,19
"3841",5.6,14,14.55,19
"3842",7.4,9,14.95,18
"3843",8.1,12,11.75,23
"3844",9.1,10,12.95,20
"3845",8.2,14,14.05,21
"3846",9,16,13.75,20
"3847",9.7,23,12.15,20
"3848",9.3,23,12.25,20
"3849",11,14,11.35,20
"3850",7.5,29,14.75,17
"3851",6.7,12,19.05,12
"3852",6.7,8,21.45,10
"3853",6.2,355,22.25,9
"3854",6.1,347,22.95,9
"3855",7.2,214,20.75,14
"3856",6.1,216,20.05,12
"3857",5.7,225,19.65,11
"3858",5.4,226,17.65,17
"3859",2.9,231,14.95,20
"3860",0.6,13,13.25,20
"3861",1.5,343,13.15,24
"3862",6.2,20,11.85,33
"3863",5.6,17,11.35,29
"3864",9.4,5,9.05,33
"3865",9.5,4,8.35,37
"3866",9.7,10,8.45,35
"3867",9.6,12,7.45,37
"3868",8.3,20,8.45,33
"3869",9.3,16,8.65,33
"3870",12.1,32,8.25,38
"3871",10.9,11,7.75,40
"3872",9.9,19,8.45,39
"3873",9.8,34,9.45,30
"3874",10.9,16,15.15,22
"3875",9.8,4,17.25,19
"3876",11.3,2,19.05,17
"3877",12.3,358,19.95,14
"3878",11.7,355,20.75,13
"3879",10.4,359,20.75,12
"3880",8.9,9,20.85,11
"3881",2.4,225,20.25,22
"3882",5.2,3,19.45,13
"3883",2.2,198,14.25,37
"3884",1.6,343,13.25,38
"3885",0.6,65,13.15,33
"3886",1.9,291,12.35,39
"3887",8.3,15,10.45,41
"3888",10.7,12,9.55,41
"3889",10.4,21,7.25,39
"3890",9.4,18,6.75,31
"3891",8.8,22,7.65,29
"3892",9.2,17,8.75,27
"3893",9,16,7.95,32
"3894",9.8,9,6.75,35
"3895",9.1,11,6.85,38
"3896",9.8,6,7.35,41
"3897",9.9,10,9.55,35
"3898",10.5,358,12.85,28
"3899",8.4,359,16.65,21
"3900",9.9,8,19.45,11
"3901",10.6,4,20.45,10
"3902",10.1,352,21.35,8
"3903",7.6,342,21.85,8
"3904",3.9,360,22.15,8
"3905",5.9,203,18.35,15
"3906",5.4,236,17.25,16
"3907",3.1,208,15.15,19
"3908",0.5,172,13.35,22
"3909",0.8,9,13.05,21
"3910",1.4,78,13.45,22
"3911",7.3,14,10.75,22
"3912",8,26,12.85,22
"3913",8.7,360,10.25,27
"3914",8.9,12,9.15,27
"3915",8.1,20,10.45,25
"3916",7.7,13,9.45,26
"3917",2.9,324,11.35,23
"3918",0.4,45,12.05,22
"3919",1.1,38,11.65,22
"3920",3.9,34,12.05,21
"3921",2.5,34,12.55,21
"3922",5.8,11,14.15,18
"3923",9.3,22,19.85,14
"3924",9.1,6,21.25,12
"3925",10.3,11,22.35,11
"3926",10,353,22.65,10
"3927",8.3,359,22.85,11
"3928",8.1,354,22.75,11
"3929",2.8,219,20.65,14
"3930",1.2,309,20.55,14
"3931",3.8,228,17.05,17
"3932",0.2,288,15.35,19
"3933",1.2,80,15.85,21
"3934",8.5,21,13.25,17
"3935",8,13,14.45,17
"3936",8.4,12,13.95,19
"3937",9.5,16,13.85,19
"3938",10.2,15,11.05,22
"3939",9.5,11,10.05,22
"3940",9.8,13,13.55,18
"3941",11.1,10,10.65,21
"3942",10.9,7,8.55,24
"3943",11.4,19,11.55,21
"3944",12.2,26,12.15,20
"3945",11.1,36,12.55,20
"3946",11.1,36,18.35,15
"3947",12.7,21,20.55,13
