"","viento","direccion","temperatura","humedad"
"2053",6.3,262,20.35,22
"2054",5.5,266,21.15,21
"2055",7.4,277,22.05,19
"2056",8.3,261,22.65,19
"2057",8.8,280,22.35,17
"2058",7.3,243,22.35,24
"2059",8.8,251,20.85,29
"2060",7.6,260,17.75,37
"2061",3.5,277,15.25,45
"2062",2.6,288,13.95,48
"2063",1.5,125,12.95,50
"2064",3.1,111,11.75,51
"2065",1.7,108,10.35,53
"2066",6.5,85,8.45,56
"2067",8,82,8.45,55
"2068",7.3,81,7.85,57
"2069",9.5,81,7.25,55
"2070",12.1,84,5.65,59
"2071",10.9,79,7.55,55
"2072",11.3,73,7.35,53
"2073",10.6,77,10.65,45
"2074",5,81,16.65,36
"2075",2.6,262,19.75,29
"2076",6.1,265,19.05,30
"2077",6.2,271,19.95,29
"2078",6.5,279,20.75,27
"2079",6.6,269,22.25,25
"2080",7.6,273,22.45,23
"2081",6.4,265,23.05,20
"2082",8.8,261,23.15,20
"2083",10.8,257,21.25,25
"2084",8.7,269,18.25,27
"2085",5.1,286,15.95,28
"2086",1.6,6,15.15,25
"2087",2.5,101,13.35,28
"2088",8.4,83,10.55,33
"2089",9.3,76,9.35,36
"2090",10,84,8.05,38
"2091",9.4,85,8.95,39
"2092",8.1,73,9.65,39
"2093",10.1,79,6.75,43
"2094",10,77,7.45,41
"2095",9.4,82,7.15,41
"2096",7.6,90,6.15,43
"2097",7.4,75,9.05,35
"2098",0.8,74,16.75,29
"2099",4.2,247,17.85,26
"2100",5.7,284,18.75,25
"2101",6.1,250,19.85,25
"2102",6.1,262,20.75,24
"2103",7.1,249,21.75,24
"2104",7.2,279,22.35,23
"2105",8.2,275,23.15,21
"2106",6.7,252,23.25,20
"2107",11,260,22.45,20
"2108",8.4,252,19.85,28
"2109",5.2,278,16.65,31
"2110",2.7,354,15.25,33
"2111",5.6,119,14.05,34
"2112",3.3,89,11.95,37
"2113",5.6,95,10.65,39
"2114",9.2,83,9.25,40
"2115",8,76,8.05,39
"2116",9.6,82,7.75,40
"2117",8.9,89,8.75,37
"2118",11.1,84,6.45,41
"2119",11.7,82,6.35,42
"2120",10.6,86,6.45,42
"2121",10.1,73,9.05,38
"2122",5.4,72,16.35,30
"2123",2.1,155,19.55,23
"2124",6.2,254,20.05,21
"2125",6,246,20.75,21
"2126",6.8,251,21.65,21
"2127",8.8,273,22.85,22
"2128",7.8,241,23.35,21
"2129",8,270,23.35,20
"2130",8.5,253,23.45,17
"2131",8,254,22.35,20
"2132",8.7,257,19.85,25
"2133",5.2,286,16.55,28
"2134",2.1,323,14.85,30
"2135",3.7,107,12.85,34
"2136",7.2,85,12.65,34
"2137",7.7,76,11.35,36
"2138",7.3,79,9.95,37
"2139",9,84,8.35,41
"2140",9.5,79,9.25,40
"2141",9.7,77,9.45,40
"2142",9.7,84,7.65,44
"2143",10.2,85,9.35,42
"2144",11.2,82,8.65,44
"2145",9.1,77,10.75,39
"2146",4.7,78,17.05,32
"2147",2.3,284,19.85,31
"2148",1.9,294,21.25,26
"2149",4.8,291,22.35,25
"2150",6.2,277,23.15,24
"2151",5.5,262,24.15,22
"2152",5.8,253,24.75,20
"2153",7.4,257,24.65,18
"2154",9.5,258,24.85,16
"2155",12.2,259,21.75,26
"2156",8.4,264,18.65,35
"2157",4.8,295,16.65,39
"2158",2,270,14.65,47
"2159",3.4,118,13.55,52
"2160",4.1,56,10.15,51
"2161",7.8,82,11.15,49
"2162",7.3,76,10.45,48
"2163",8.7,83,9.95,47
"2164",9.5,83,9.25,48
"2165",10.4,83,8.65,49
"2166",10.5,81,8.55,50
"2167",11,76,7.15,53
"2168",11.1,81,5.65,57
"2169",9.7,79,10.25,47
"2170",4.7,69,16.95,38
"2171",2.1,258,20.05,32
"2172",5.3,287,20.55,31
"2173",6.9,275,21.25,33
"2174",7,266,21.55,32
"2175",7.8,271,21.75,30
"2176",7.9,296,22.35,28
"2177",10.4,266,22.75,26
"2178",9.8,254,20.45,41
"2179",8.7,249,18.85,45
"2180",7.9,262,16.05,54
"2181",3.4,273,13.95,65
"2182",1.3,312,13.35,68
"2183",1.5,123,12.95,68
"2184",2.1,240,13.15,68
"2185",2.9,246,12.45,75
"2186",3.9,257,12.65,75
"2187",3.7,79,11.45,71
"2188",5.2,82,11.15,72
"2189",3.8,78,11.35,75
"2190",3,91,9.45,81
"2191",2.7,100,8.75,81
"2192",6.4,76,7.45,82
"2193",5.5,71,9.95,78
"2194",2.8,58,14.05,69
"2195",7.2,323,16.05,60
"2196",7.8,303,16.55,58
"2197",9.5,301,17.55,51
"2198",10,301,18.45,48
"2199",10,297,18.75,43
"2200",10.4,287,19.25,38
"2201",8.8,294,19.35,35
"2202",7.9,300,19.25,38
"2203",10.3,297,18.65,42
"2204",9.8,304,17.25,49
"2205",9.3,318,15.75,59
"2206",5.2,276,14.45,64
"2207",3.1,249,13.25,67
"2208",3.6,270,13.25,72
"2209",3.1,236,12.25,79
"2210",3.2,269,11.85,82
"2211",5.1,86,10.15,85
"2212",6.5,87,8.25,84
"2213",5.3,83,7.75,85
"2214",7.2,86,7.35,87
"2215",8.4,89,8.05,85
"2216",8.5,83,8.45,84
"2217",8.9,77,9.85,75
"2218",4.2,61,14.55,61
"2219",2,115,17.25,42
"2220",5.7,256,17.35,52
"2221",6,266,17.65,49
"2222",6.7,282,18.75,43
"2223",6.3,301,19.25,37
"2224",6.9,261,20.05,33
"2225",7.7,271,19.95,33
"2226",7.1,298,20.25,26
"2227",11.2,247,18.45,51
"2228",8,243,15.65,62
"2229",5,247,14.15,67
"2230",2.8,251,13.15,71
"2231",0.6,348,12.05,74
"2232",4,70,10.15,77
"2233",3.5,89,8.45,79
"2234",7.4,80,8.25,81
"2235",8.4,73,7.35,82
"2236",10,75,6.65,83
"2237",7.8,69,6.25,80
"2238",8.5,86,7.05,78
"2239",9.1,83,5.65,81
"2240",7.5,74,5.75,75
"2241",8.2,74,8.15,75
"2242",2.9,73,14.05,63
"2243",2.2,165,17.25,52
"2244",1.8,315,18.05,45
"2245",4.3,248,19.25,39
"2246",6.6,268,20.35,35
"2247",6,268,20.55,32
"2248",6.1,279,21.65,28
"2249",5.4,241,21.65,26
"2250",6.2,288,21.65,24
"2251",8.8,242,19.55,43
"2252",8.9,258,17.45,53
"2253",5.7,275,15.25,63
"2254",1.6,312,13.85,70
"2255",1.7,98,12.85,71
"2256",4.2,86,11.75,72
"2257",5.9,89,9.85,68
"2258",7.8,74,9.95,74
"2259",8.3,74,9.15,73
"2260",8.2,78,8.55,71
"2261",9,84,7.85,72
"2262",8.5,90,7.85,69
"2263",7.2,79,8.85,66
"2264",9.3,76,6.05,71
"2265",9,72,9.15,64
"2266",4.4,69,15.85,48
"2267",2.2,259,18.95,39
"2268",4.4,253,19.85,33
"2269",4.4,245,21.05,33
"2270",5.4,248,21.55,34
"2271",6.3,254,21.95,34
"2272",7.4,246,22.75,29
"2273",6.7,257,22.35,28
"2274",7.4,234,22.25,29
"2275",10.7,246,20.45,36
"2276",7.8,262,18.25,41
"2277",4.4,279,15.85,44
"2278",3.2,284,14.25,51
"2279",1,214,12.35,55
"2280",2.6,78,10.25,57
"2281",2.1,130,11.55,58
"2282",5.4,88,7.55,60
"2283",6.1,88,8.05,57
"2284",8.3,80,7.05,62
"2285",9.2,81,6.85,65
"2286",11,77,6.95,57
"2287",12.5,81,5.65,64
"2288",11.5,83,7.75,60
"2289",9.7,79,10.05,53
"2290",5.3,68,15.85,41
"2291",2,310,19.45,30
"2292",4.5,244,19.85,31
"2293",6.3,266,20.75,30
"2294",5.6,246,21.85,28
"2295",5.1,242,22.35,25
"2296",7.9,251,23.35,23
"2297",7.4,263,23.25,22
"2298",9.4,261,23.15,22
"2299",9.3,250,21.95,25
"2300",9.7,252,18.05,35
"2301",3.1,259,15.75,40
"2302",2.1,345,14.25,45
"2303",1.9,97,12.55,44
"2304",2.5,100,12.25,46
"2305",6.7,75,9.95,49
"2306",8,89,9.45,49
"2307",8.7,72,8.55,52
"2308",8.9,72,8.45,49
"2309",11.1,76,7.35,52
"2310",11.6,78,7.45,51
"2311",11.7,84,6.35,55
"2312",12.9,80,7.65,53
"2313",11,76,9.75,47
"2314",7.6,68,17.05,37
"2315",2.3,359,20.15,31
"2316",2.5,292,21.65,26
"2317",5.1,286,21.65,30
"2318",7.5,265,22.35,29
"2319",8.3,269,22.75,28
"2320",7.6,269,23.25,25
"2321",8,276,23.85,20
"2322",9,256,23.35,19
"2323",8.7,247,21.85,23
"2324",7.8,259,19.75,24
"2325",3.7,261,17.35,24
"2326",2.7,339,15.55,27
"2327",2,101,14.55,28
"2328",5.8,84,10.55,32
"2329",7.9,76,9.55,33
"2330",9.7,77,8.15,34
"2331",9.9,76,8.95,33
"2332",8.2,72,8.05,34
"2333",9.4,79,7.75,35
"2334",10.9,88,7.45,36
"2335",12.5,79,7.15,35
"2336",11.2,72,8.05,34
"2337",10.7,73,9.85,32
"2338",6.3,75,17.45,22
"2339",1.8,242,20.65,21
"2340",5.1,276,20.75,21
"2341",5.8,280,21.05,21
"2342",5.3,280,21.85,20
"2343",7.1,269,22.65,16
"2344",6.6,247,23.15,14
"2345",8.1,240,23.45,12
"2346",8.2,267,22.65,12
"2347",9.1,253,21.55,16
"2348",7.1,249,19.05,18
"2349",3,235,16.85,23
"2350",2.4,326,14.85,26
"2351",1.6,103,13.45,28
"2352",3.1,85,9.25,30
"2353",6.4,89,9.85,29
"2354",7.4,79,8.35,29
"2355",8.5,76,8.15,29
"2356",8.6,80,7.45,30
"2357",10,87,6.45,30
"2358",11.3,74,6.55,29
"2359",12.5,76,4.95,32
"2360",12,79,5.15,32
"2361",11.4,76,9.05,26
"2362",8.4,73,16.65,21
"2363",2.8,81,20.35,18
"2364",4.6,264,21.35,17
"2365",5.7,235,21.75,17
"2366",6,245,22.65,16
"2367",5.7,262,23.45,16
"2368",8.5,252,23.55,17
"2369",7.7,248,22.65,18
"2370",9.9,260,22.75,18
"2371",9.9,252,20.95,25
"2372",7.5,260,18.45,31
"2373",4.5,285,16.05,39
"2374",1.6,346,15.05,43
"2375",3.2,117,13.15,42
"2376",3.2,126,14.55,39
"2377",2.3,76,9.85,42
"2378",1.4,98,11.05,46
"2379",2.6,112,10.75,52
"2380",8.1,78,6.85,49
"2381",8.2,88,7.45,52
"2382",9.2,81,7.35,49
"2383",9.7,75,5.75,53
"2384",11.3,82,6.05,51
"2385",10.3,85,9.25,45
"2386",5.7,68,15.75,35
"2387",2,14,18.85,29
"2388",4.3,270,19.85,28
"2389",6.6,277,19.95,31
"2390",7.8,257,20.35,30
"2391",6.8,245,20.95,31
"2392",6.8,271,21.55,28
"2393",7.4,283,21.85,26
"2394",9.9,254,20.85,35
"2395",9.3,247,18.85,43
"2396",7.7,258,16.45,51
"2397",3.9,255,14.45,61
"2398",2.3,284,13.05,68
"2399",1.3,116,12.25,70
"2400",2.6,163,11.85,72
"2401",4.1,86,11.05,70
"2402",4.6,76,9.35,69
"2403",6.6,86,7.25,78
"2404",6.8,78,7.55,75
"2405",7.8,84,6.65,80
"2406",8.3,82,7.55,77
"2407",7.5,73,5.25,82
"2408",10,74,5.05,81
"2409",8.8,77,7.95,71
"2410",3.7,82,13.75,58
"2411",1.5,83,16.65,50
"2412",3.2,237,17.35,47
"2413",5.3,278,18.45,43
"2414",6.7,268,19.85,38
"2415",6.5,277,20.35,35
"2416",7.4,272,20.85,32
"2417",7.4,253,21.45,28
"2418",7.3,266,21.55,25
"2419",13,255,18.85,45
"2420",9.9,270,16.15,56
"2421",4.6,282,14.55,62
"2422",2.6,290,13.75,66
"2423",1.9,146,12.35,71
"2424",2.6,84,9.05,72
"2425",4,93,8.45,74
"2426",5.7,87,9.05,69
"2427",8.6,81,8.05,63
"2428",9.2,83,8.15,66
"2429",8.7,86,7.25,66
"2430",9.4,75,6.65,67
"2431",11.2,81,5.35,72
"2432",10.9,87,5.85,72
"2433",10.8,75,8.75,61
"2434",6.9,71,15.35,52
"2435",2.6,76,18.45,37
"2436",1.8,203,20.75,31
"2437",5,253,20.35,32
"2438",5.9,245,20.85,29
"2439",7.3,242,21.55,30
"2440",8.4,247,21.75,29
"2441",7.8,259,21.55,30
"2442",9.4,251,21.05,32
"2443",10.7,243,18.85,41
"2444",9.1,261,16.75,48
"2445",3.9,274,15.15,50
"2446",2,51,13.65,51
"2447",2.3,107,13.15,56
"2448",5.1,86,10.55,59
"2449",5.7,87,9.85,59
"2450",8,82,8.95,62
"2451",8,71,8.45,59
"2452",7.7,69,8.25,61
"2453",7.6,87,7.25,66
"2454",9,89,7.55,65
"2455",10.9,76,6.85,64
"2456",9.9,76,5.95,68
"2457",9.7,87,9.15,60
"2458",6.4,67,15.25,48
"2459",2.3,105,18.65,36
"2460",1.8,20,21.15,29
"2461",3.5,290,21.25,29
"2462",7.2,232,22.05,28
"2463",5.2,295,22.45,26
"2464",8,287,22.85,25
"2465",7.7,273,22.75,27
"2466",9.1,265,21.95,28
"2467",10,254,19.05,40
"2468",7.2,255,16.55,49
"2469",4.1,279,14.15,60
"2470",1.1,338,13.05,65
"2471",2,107,11.95,64
"2472",4.6,80,9.85,67
"2473",6.7,88,10.15,68
"2474",8.1,88,9.35,67
"2475",7.5,83,9.05,65
"2476",7.5,78,8.15,67
"2477",9.1,84,7.35,69
"2478",9.4,84,7.35,69
"2479",8.7,81,6.75,72
"2480",8.3,88,6.35,75
"2481",9.9,76,8.55,64
"2482",5.7,66,15.05,48
"2483",3.1,281,17.65,43
"2484",6.4,253,18.15,44
"2485",5,275,19.25,40
"2486",7.7,261,19.95,33
"2487",7.2,271,20.65,30
"2488",5.5,280,21.05,29
"2489",6.1,286,21.45,27
"2490",6.5,278,21.35,28
"2491",8,286,21.05,29
"2492",8.6,249,18.95,44
"2493",2,263,16.05,54
"2494",1.5,292,14.45,61
"2495",1.8,101,13.55,65
"2496",4.9,81,10.75,61
"2497",1.7,123,11.15,63
"2498",4.9,73,8.15,71
"2499",6.4,78,7.35,71
"2500",6.6,86,7.05,72
"2501",10.1,82,6.05,70
"2502",11.2,75,5.75,72
"2503",11.3,80,5.35,71
"2504",12.1,80,4.85,74
"2505",8,83,8.65,68
"2506",3.5,37,16.05,49
"2507",3.1,291,18.45,40
"2508",4.9,290,19.55,36
"2509",6.5,284,20.45,32
"2510",6.3,262,20.95,29
"2511",7.2,277,21.75,25
"2512",8.1,306,22.15,23
"2513",7.6,285,22.05,25
"2514",8,281,21.55,26
"2515",9.3,254,20.45,37
"2516",6.6,252,17.25,48
"2517",4.3,274,15.15,52
"2518",2.1,278,13.75,57
"2519",1.5,123,12.75,59
"2520",1.4,134,12.55,59
"2521",2.5,140,11.15,63
"2522",5.9,80,8.65,66
"2523",7.9,81,8.65,69
"2524",8.8,81,8.55,69
"2525",9.7,78,7.75,71
"2526",12,85,7.45,67
"2527",13.1,81,7.35,67
"2528",11.6,69,5.25,71
"2529",9.5,78,9.75,60
"2530",6.8,58,16.05,46
"2531",3.4,49,19.25,36
"2532",5.6,279,20.75,33
"2533",5.6,285,21.35,31
"2534",6,243,21.85,30
"2535",6.6,294,22.45,24
"2536",8,298,22.35,23
"2537",8.1,279,22.75,20
"2538",9,251,20.85,35
"2539",9.3,252,19.15,41
"2540",7.3,253,16.85,48
"2541",4,272,15.15,54
"2542",0.9,273,13.85,61
"2543",1.4,100,12.35,64
"2544",1.6,117,10.95,65
"2545",4.1,81,10.15,65
"2546",4.9,90,9.15,68
"2547",8.5,88,7.85,70
"2548",6.8,77,9.15,67
"2549",8.1,88,7.75,71
"2550",10,85,7.45,72
"2551",9.5,83,8.05,71
"2552",10.7,86,7.85,72
"2553",9.1,78,9.05,66
"2554",5.1,73,14.85,53
"2555",1.3,242,17.45,45
"2556",2.4,241,18.35,42
"2557",5,263,19.25,41
"2558",5.2,253,19.95,38
"2559",6.9,257,20.95,34
"2560",7.7,272,21.75,30
"2561",8.4,267,21.45,29
"2562",7.8,254,21.65,31
"2563",10.5,257,19.05,41
"2564",7.6,261,16.55,46
"2565",3.7,278,14.65,50
"2566",1,5,13.65,54
"2567",2.2,113,12.35,56
"2568",3,78,11.75,55
"2569",5,86,9.25,60
"2570",6,77,9.15,61
"2571",6.4,74,8.05,64
"2572",7.6,80,8.15,66
"2573",9,82,6.15,69
"2574",10,86,6.85,69
"2575",7.7,92,6.15,71
"2576",10.7,82,7.05,69
"2577",10.5,81,9.75,62
"2578",6.6,78,15.65,49
"2579",2,79,19.25,39
"2580",4.6,266,21.25,34
"2581",6.1,283,20.75,35
"2582",7.1,248,21.35,33
"2583",6.8,270,21.55,32
"2584",7.6,276,22.35,28
"2585",8.4,288,22.35,27
"2586",7.5,277,21.55,29
"2587",8.9,248,19.95,36
"2588",7,252,16.85,47
"2589",2.5,221,15.25,52
"2590",1,43,13.55,56
"2591",1.2,22,12.85,58
"2592",5.3,86,9.45,62
"2593",6.2,69,9.75,63
"2594",7.2,73,7.75,65
"2595",7.3,72,7.35,65
"2596",7.8,83,7.75,65
"2597",8.5,87,7.75,65
"2598",9,79,7.65,66
"2599",10,77,6.45,70
"2600",10.1,78,7.15,68
"2601",10.2,85,8.95,60
"2602",5.2,74,15.55,46
"2603",3.8,269,17.55,41
"2604",4.1,243,19.15,36
"2605",6,274,20.25,34
"2606",7.9,278,20.95,32
"2607",8.5,283,21.15,31
"2608",9.9,285,21.25,29
"2609",9.7,304,21.65,25
"2610",9.1,292,21.35,29
"2611",10.5,259,19.55,37
"2612",8.2,245,16.95,40
"2613",3.3,268,14.85,50
"2614",0.9,27,13.65,58
"2615",3.9,89,12.25,58
"2616",5.2,76,11.45,54
"2617",7.5,83,9.75,60
"2618",8.6,84,10.15,59
"2619",6.3,82,7.25,64
"2620",9.5,84,7.95,65
"2621",11,85,8.15,65
"2622",7.8,88,7.85,69
"2623",10.3,80,7.15,71
"2624",10.5,87,4.85,75
"2625",10.2,73,9.35,64
"2626",7.7,76,15.95,45
"2627",1.9,68,19.25,36
"2628",3,290,20.65,32
"2629",4.5,300,21.05,32
"2630",8.7,286,22.05,31
"2631",8.4,281,21.65,30
"2632",8.2,283,22.05,29
"2633",6.8,306,22.35,25
"2634",7.5,292,22.15,24
"2635",8.3,257,21.15,35
"2636",7.3,255,17.95,49
"2637",3.9,284,15.55,58
"2638",1.5,82,14.95,59
"2639",2.6,105,14.15,59
"2640",2,82,12.85,60
"2641",5.7,91,11.85,63
"2642",6.7,79,11.15,62
"2643",9.5,84,10.15,64
"2644",8.8,76,8.95,66
"2645",12,78,8.35,67
"2646",8.8,88,9.15,64
"2647",12,75,9.35,64
"2648",10.9,80,7.95,67
"2649",8,78,12.15,59
"2650",10.8,69,16.85,39
"2651",6.2,70,19.75,34
"2652",2.9,38,21.95,27
"2653",4.2,316,22.75,23
"2654",7.3,290,23.45,22
"2655",8.8,277,23.45,20
"2656",8.5,290,23.75,19
"2657",9.3,268,23.85,17
"2658",8.9,264,21.95,32
"2659",9.8,246,20.05,40
"2660",6,263,17.55,49
"2661",2,296,15.75,56
"2662",2.6,92,14.65,59
"2663",5.3,86,12.15,55
"2664",6.8,89,11.35,55
"2665",8.9,76,10.35,62
"2666",8.9,74,10.35,59
"2667",9.5,77,8.85,60
"2668",10.8,84,9.15,58
"2669",11.9,82,7.35,55
"2670",10.3,72,6.15,58
"2671",11.7,76,6.55,57
"2672",11.7,77,6.55,57
"2673",11.3,82,12.85,46
"2674",10.3,71,17.95,32
"2675",6.7,48,21.55,26
"2676",6.5,281,22.95,25
"2677",6.6,260,23.15,25
"2678",6.5,252,23.85,22
"2679",7.6,270,24.55,18
"2680",9,260,24.95,19
"2681",6.3,262,24.15,21
"2682",10.4,254,22.65,30
"2683",9.3,259,19.95,39
"2684",7.8,282,17.15,48
"2685",2.8,271,15.15,57
"2686",1.4,101,14.25,61
"2687",4.8,131,13.15,59
"2688",4.6,78,10.85,62
"2689",6.7,87,9.95,52
"2690",5.7,90,8.85,54
"2691",8.4,84,8.05,53
"2692",10,78,8.25,49
"2693",10.6,84,8.35,52
"2694",7.2,88,9.25,47
"2695",10.7,84,7.05,52
"2696",12.8,83,5.95,46
"2697",11,77,8.45,46
"2698",10.1,67,17.45,37
"2699",5.8,50,21.55,24
"2700",6.3,264,20.45,32
"2701",7.1,252,21.95,24
"2702",6.6,253,22.35,22
"2703",7.5,244,22.75,22
"2704",6.9,255,22.95,22
"2705",8.3,249,22.55,22
"2706",9.5,249,21.55,24
"2707",8.5,259,19.45,33
"2708",5.1,255,16.95,40
"2709",1.8,288,15.15,47
"2710",3.2,138,13.65,49
"2711",3,78,10.85,52
"2712",6.9,82,11.05,50
"2713",8.3,80,10.25,54
"2714",7.9,74,8.45,53
"2715",8.6,75,7.95,53
"2716",10.5,79,8.45,52
"2717",9.2,75,7.45,53
"2718",11.5,80,7.85,54
"2719",12.3,84,7.95,55
"2720",11.3,79,7.95,53
"2721",10.7,74,10.15,46
"2722",7.1,80,15.75,36
"2723",2,347,20.35,26
"2724",5.2,254,19.85,31
"2725",6.6,272,20.45,29
"2726",6.6,246,21.15,26
"2727",6.6,247,21.85,23
"2728",6.9,245,22.55,19
"2729",8.6,259,22.05,19
"2730",8.7,259,21.75,20
"2731",8.7,262,20.45,25
"2732",6.8,264,17.25,39
"2733",0.8,274,14.95,47
"2734",2.9,94,13.75,49
"2735",4.4,112,11.75,52
"2736",8.5,84,10.35,48
"2737",10.2,82,8.55,49
"2738",10.8,80,9.15,41
"2739",11.8,76,8.05,43
"2740",12.8,79,7.65,40
"2741",12.7,80,6.45,40
"2742",13,78,7.45,39
"2743",13.4,74,6.05,37
"2744",12.7,70,4.95,38
"2745",12.9,81,9.45,34
"2746",10,75,16.65,26
"2747",3.5,61,20.35,19
"2748",2.7,213,22.45,14
"2749",6.7,283,22.15,17
"2750",5.8,276,22.45,15
"2751",6.7,265,22.95,16
"2752",6.4,289,23.55,14
"2753",10.1,258,23.55,14
"2754",9.8,252,21.75,20
"2755",9.8,254,19.95,26
"2756",7.2,272,17.65,28
"2757",3.1,289,15.35,36
"2758",1.8,73,14.05,38
"2759",4.7,116,13.45,37
"2760",8.5,81,10.25,36
"2761",9.5,84,10.55,36
"2762",9.8,75,8.05,35
"2763",10.4,87,8.45,35
"2764",10,72,8.45,35
"2765",11.3,76,7.75,36
"2766",11.4,70,5.45,40
"2767",11.4,72,5.65,41
"2768",12.1,72,5.35,41
"2769",11.2,73,8.35,36
"2770",8.6,69,15.45,26
"2771",3.9,61,19.35,19
"2772",2.3,49,21.35,16
"2773",3.7,291,22.25,15
"2774",5.3,258,22.55,18
"2775",5.6,289,22.95,16
"2776",7.2,291,23.05,16
"2777",6.7,275,23.05,15
"2778",7.3,259,22.45,16
"2779",9.8,247,20.35,19
"2780",7.5,250,17.45,20
"2781",1.3,309,15.25,21
"2782",2.1,49,14.45,22
"2783",3.5,102,12.85,27
"2784",1.9,100,7.95,34
"2785",8.3,81,8.45,32
"2786",9.6,87,8.65,32
"2787",9.5,84,7.85,34
"2788",11,74,5.95,35
"2789",11.1,84,5.45,36
"2790",10.9,77,5.35,39
"2791",11.8,81,3.45,42
"2792",11.9,82,4.15,40
"2793",11.6,76,5.75,37
"2794",8.8,67,15.05,25
"2795",4.4,64,17.65,23
"2796",3.8,276,20.05,20
"2797",3.9,276,20.85,20
"2798",6.8,285,21.55,19
"2799",8.8,273,21.85,20
"2800",9.9,281,21.45,21
"2801",8.2,295,21.55,19
"2802",10.8,308,21.05,20
"2803",9.9,259,18.65,20
"2804",7.1,269,16.15,22
"2805",4.5,296,13.55,25
"2806",2.2,352,12.25,25
"2807",2.6,114,11.75,25
"2808",8.7,81,8.55,29
"2809",8.8,80,7.95,30
"2810",10.4,77,8.05,31
"2811",9.4,65,7.25,33
"2812",10,72,5.45,35
"2813",8.8,84,5.95,36
"2814",12.5,83,6.25,36
"2815",11.3,82,6.75,38
"2816",11.6,79,6.45,38
"2817",12.5,85,7.05,37
"2818",7.7,82,13.85,28
"2819",3.6,2,18.15,24
"2820",7.7,282,19.05,23
"2821",8.1,293,19.55,15
"2822",8.2,298,19.95,14
"2823",7.7,283,20.25,14
"2824",8,273,20.35,16
"2825",7.6,277,20.65,16
"2826",8.4,247,19.75,18
"2827",8.4,253,18.55,23
"2828",7.2,269,15.55,26
"2829",3.7,253,14.15,29
"2830",4.2,73,12.85,31
"2831",7.6,88,11.35,30
"2832",6.7,67,10.55,32
"2833",2.2,193,11.75,34
"2834",4.6,146,11.35,39
"2835",4.8,67,11.25,42
"2836",1.3,291,9.15,44
"2837",5.7,79,6.55,51
"2838",2.2,131,11.25,43
"2839",6.8,79,8.25,45
"2840",6.4,88,7.55,48
"2841",7.6,88,9.65,47
"2842",3.6,75,14.95,34
"2843",6.4,5,15.85,26
"2844",9,315,16.45,23
"2845",5.6,352,18.05,19
"2846",8.8,324,17.95,17
"2847",8.8,329,18.45,15
"2848",10.1,302,18.95,14
"2849",9.6,304,18.85,16
"2850",9.4,306,18.85,12
"2851",8.3,306,18.35,15
"2852",8.4,312,16.55,18
"2853",3.6,214,14.25,41
"2854",1.2,107,12.55,41
"2855",3.8,113,9.35,38
"2856",9,84,8.75,32
"2857",8.4,83,8.75,28
"2858",9.4,81,7.55,27
"2859",10.5,78,6.95,33
"2860",10.5,73,5.15,34
"2861",10.8,75,6.75,34
"2862",14,80,3.05,40
"2863",12.5,76,2.75,38
"2864",12.2,84,3.85,34
"2865",6.1,97,7.35,27
"2866",8.6,66,14.95,17
"2867",6.1,359,17.85,20
"2868",6.2,298,17.55,23
"2869",8.6,284,17.75,31
"2870",7.8,284,17.75,32
"2871",8.9,291,17.75,34
"2872",11.4,299,17.35,34
"2873",10.8,292,17.05,38
"2874",11.5,294,16.55,37
"2875",9.6,294,15.65,40
"2876",5.4,274,13.65,52
"2877",3.8,220,12.55,57
"2878",1.2,212,12.85,52
"2879",1.1,337,13.35,47
"2880",4,119,9.85,52
"2881",6.9,88,9.45,51
"2882",8.9,74,8.35,49
"2883",8.9,91,5.95,53
"2884",12.3,78,6.95,52
"2885",8.5,94,4.75,52
"2886",9.1,92,3.75,54
"2887",8.9,92,3.95,58
"2888",13.3,87,2.65,55
"2889",9.5,90,7.35,40
"2890",9.5,71,15.05,25
"2891",5,23,17.75,21
"2892",5.6,288,18.95,21
"2893",6.1,271,18.05,29
"2894",5.5,288,18.75,27
"2895",6.4,306,19.35,24
"2896",7.5,289,19.65,25
"2897",8.3,292,19.65,23
"2898",7.6,300,19.15,22
"2899",4.8,310,18.85,24
"2900",5.2,312,17.25,28
"2901",3.5,255,14.45,34
"2902",1.5,282,13.35,36
"2903",2.3,122,10.65,38
"2904",5.6,81,7.45,44
"2905",9,85,7.75,41
"2906",9,80,6.15,42
"2907",8,87,6.75,42
"2908",13.1,78,5.55,42
"2909",12.6,79,4.95,40
"2910",13.4,77,4.45,39
"2911",13.1,80,2.25,40
"2912",11.1,78,5.45,40
"2913",11.2,83,8.15,31
"2914",8.7,76,13.15,28
"2915",2.4,77,18.25,19
"2916",2.7,266,19.45,19
"2917",4.4,264,19.95,17
"2918",5,266,20.55,18
"2919",6.3,279,21.25,16
"2920",8,262,21.25,17
"2921",6.8,277,21.45,14
"2922",6.8,269,21.65,16
"2923",6.8,251,20.55,21
"2924",7.4,266,17.05,29
"2925",4.6,291,14.35,38
"2926",2.7,335,13.15,41
"2927",4.9,116,10.45,42
"2928",8.3,73,9.85,41
"2929",9.4,85,8.55,40
"2930",10.1,77,8.65,40
"2931",10.3,77,8.75,37
"2932",10.6,86,8.45,36
"2933",9.7,83,8.65,34
"2934",8.9,87,7.05,34
"2935",8.4,77,5.15,35
"2936",9.5,84,8.05,32
"2937",10.2,74,10.15,27
"2938",8,79,15.65,22
