"","viento","direccion","temperatura","humedad"
"2648",4.8,209,1.45,33
"2649",8.1,230,3.05,30
"2650",7.5,247,4.85,21
"2651",9.2,239,6.35,17
"2652",11.4,256,7.85,12
"2653",15.4,264,8.45,12
"2654",14.6,267,9.65,10
"2655",15.1,267,9.65,11
"2656",14.6,262,9.75,11
"2657",14.9,268,9.25,13
"2658",15.1,266,8.05,13
"2659",13.4,262,6.65,15
"2660",10.7,268,4.25,19
"2661",8.6,270,3.15,20
"2662",11,245,2.35,18
"2663",10.4,243,1.15,19
"2664",4.6,271,0.55,20
"2665",5.2,261,-1.55,22
"2666",9,260,-0.35,22
"2667",7.4,266,-1.75,24
"2668",6.3,264,-2.95,26
"2669",0.9,94,-4.85,29
"2670",1.2,212,-4.25,28
"2671",1.6,252,-5.85,36
"2672",1.1,261,-1.15,29
"2673",0.7,130,0.55,24
"2674",3.1,44,5.05,17
"2675",4.6,75,7.35,12
"2676",3.8,53,8.75,9
"2677",4.8,67,10.65,5
"2678",3.2,4,11.95,4
"2679",3.4,277,12.45,4
"2680",6.6,232,12.55,3
"2681",5.9,225,12.15,2
"2682",6.3,238,11.25,2
"2683",8.2,260,10.05,4
"2684",6.7,259,7.95,9
"2685",7.8,242,6.05,11
"2686",7.4,265,5.25,12
"2687",2.1,344,3.95,13
"2688",1.8,228,1.75,17
"2689",1,248,1.95,24
"2690",1.4,19,1.55,33
"2691",0.7,82,-0.25,42
"2692",1.3,340,-1.35,48
"2693",0.9,20,-1.85,54
"2694",1.8,257,-3.35,56
"2695",1.1,269,-3.55,53
"2696",1.1,44,2.45,38
"2697",1.4,44,4.65,32
"2698",5.7,64,7.65,24
"2699",7.7,52,9.95,13
"2700",6,65,11.05,14
"2701",4.9,99,11.25,11
"2702",7.7,41,12.05,6
"2703",4.3,48,11.95,7
"2704",3.8,51,12.05,6
"2705",8.2,248,10.65,12
"2706",11.3,250,8.85,18
"2707",11.8,250,7.15,23
"2708",10.2,248,5.35,28
"2709",9,250,4.45,26
"2710",5.2,270,3.55,27
"2711",5.2,275,3.25,27
"2712",5.2,275,3.35,27
"2713",5.1,263,3.05,28
"2714",5.3,280,2.55,28
"2715",6.8,269,2.35,28
"2716",6.1,264,2.15,28
"2717",8.3,260,1.55,31
"2718",6.4,259,0.95,34
"2719",7.1,262,0.65,35
"2720",6.2,260,2.85,31
"2721",4.9,247,5.25,28
"2722",4.3,244,6.25,26
"2723",2.3,97,9.15,23
"2724",1.2,322,7.75,34
"2725",3.2,230,8.95,30
"2726",7.5,312,5.45,54
"2727",7.3,268,10.55,25
"2728",10.2,292,12.05,18
"2729",11.7,288,10.55,18
"2730",10.6,283,9.65,20
"2731",13.6,259,7.65,26
"2732",13.1,258,5.75,27
"2733",9.9,258,4.65,30
"2734",8.2,257,3.25,34
"2735",6.5,260,1.45,38
"2736",7.5,286,1.05,41
"2737",5,272,-0.65,45
"2738",3.4,246,-3.65,50
"2739",2.4,291,-3.65,52
"2740",2.4,259,-2.85,50
"2741",5.5,272,-3.25,48
"2742",6.8,246,-3.25,51
"2743",6.3,259,-4.15,51
"2744",0.5,97,-0.65,42
"2745",2.7,41,2.45,33
"2746",1.2,197,6.55,23
"2747",2.9,63,6.95,19
"2748",3.2,69,9.55,14
"2749",2.6,94,11.45,13
"2750",4.4,275,12.75,8
"2751",7.7,253,13.35,9
"2752",12.2,256,12.95,9
"2753",14.2,256,11.75,10
"2754",14.2,257,10.25,7
"2755",12.6,259,8.65,9
"2756",10.8,261,6.15,11
"2757",10.3,241,4.65,12
"2758",10.2,243,3.55,17
"2759",11.4,248,3.25,17
"2760",11.5,247,2.75,18
"2761",10.4,247,1.95,19
"2762",9.1,253,1.45,19
"2763",7.5,257,0.45,20
"2764",7.7,262,-1.25,23
"2765",5.5,276,-0.75,22
"2766",4,216,-1.45,23
"2767",0.9,43,-4.15,27
"2768",1.1,160,0.55,22
"2769",1.3,49,3.25,20
"2770",2.7,34,7.85,14
"2771",4.1,25,9.85,19
"2772",3.7,42,11.55,19
"2773",5.7,59,12.85,18
"2774",4.3,18,12.55,15
"2775",3.9,145,13.45,14
"2776",6.1,240,15.55,10
"2777",5.8,216,14.35,11
"2778",7.7,221,14.25,11
"2779",6.8,240,13.75,10
"2780",7.8,252,10.85,13
"2781",2.4,138,9.95,17
"2782",5.5,298,7.35,17
"2783",2.6,211,5.35,19
"2784",2.7,233,2.95,31
"2785",2.8,226,1.45,43
"2786",2.6,223,-0.75,52
"2787",1.8,234,-0.75,53
"2788",1.1,249,-2.05,61
"2789",1.3,243,-2.55,61
"2790",2,240,-2.75,63
"2791",0.9,230,-4.15,63
"2792",0.6,85,1.85,64
"2793",1.2,57,4.75,46
"2794",4.5,39,7.15,41
"2795",6.6,86,10.55,22
"2796",6.4,79,12.45,14
"2797",7.8,86,13.95,9
"2798",5.9,93,14.95,10
"2799",5.2,87,15.65,9
"2800",4.5,98,16.45,7
"2801",4.8,93,16.85,5
"2802",6.9,92,15.15,5
"2803",9.7,245,13.55,9
"2804",10.2,242,9.25,16
"2805",8.6,247,7.55,21
"2806",5.3,226,5.55,24
"2807",3.9,236,4.45,24
"2808",3.1,226,3.05,29
"2809",3.1,220,0.95,30
"2810",0.8,282,1.25,25
"2811",2.3,225,0.95,21
"2812",1.7,224,-1.65,24
"2813",1.4,213,0.25,30
"2814",1.6,224,-2.35,30
"2815",0.9,216,-2.85,30
"2816",0.6,147,1.65,24
"2817",0.9,98,5.55,22
"2818",2,62,10.75,13
"2819",3.9,37,13.25,9
"2820",7.2,55,15.05,4
"2821",6,37,15.25,3
"2822",4,84,16.05,2
"2823",4.8,40,17.45,2
"2824",12.4,257,16.55,8
"2825",13.9,254,14.85,10
"2826",13.2,254,13.35,12
"2827",12.5,252,11.65,13
"2828",11.7,252,8.85,17
"2829",9.9,237,6.65,24
"2830",11.3,234,5.25,28
"2831",9.6,244,4.75,26
"2832",9.9,241,4.45,24
"2833",9.2,260,4.35,24
"2834",7.3,268,3.35,24
"2835",6.8,260,1.95,26
"2836",6.9,269,1.65,26
"2837",7.5,270,2.55,25
"2838",5.2,268,1.15,24
"2839",0.9,336,-0.05,24
"2840",1.1,50,3.05,23
"2841",3.1,290,9.15,12
"2842",3.5,241,11.75,9
"2843",1.7,321,13.65,7
"2844",3.8,96,15.25,7
"2845",5.3,72,16.25,6
"2846",3.5,108,16.95,3
"2847",2.8,71,17.45,3
"2848",3,64,17.95,3
"2849",11.8,265,16.15,8
"2850",12.6,257,14.85,10
"2851",13.1,254,12.85,12
"2852",12.8,255,9.25,17
"2853",8.3,239,7.35,20
"2854",7.5,270,6.75,22
"2855",5.5,265,4.75,26
"2856",4.4,259,3.65,28
"2857",3.8,259,2.95,30
"2858",2.6,216,1.55,31
"2859",3.4,220,-0.35,26
"2860",2.3,230,-0.85,23
"2861",3.7,224,-0.35,21
"2862",3.1,220,-2.45,25
"2863",0.1,176,-2.95,27
"2864",0.6,151,2.55,20
"2865",1.4,54,6.95,15
"2866",3.6,46,9.45,11
"2867",2.9,35,11.55,9
"2868",3.3,76,13.75,8
"2869",2.6,307,16.25,6
"2870",12.7,246,15.85,10
"2871",13.9,252,15.15,9
"2872",15,256,14.65,9
"2873",14.8,255,13.95,11
"2874",14.6,254,12.35,12
"2875",11,272,10.65,14
"2876",12.9,264,7.35,19
"2877",12.4,250,5.45,23
"2878",12.4,247,4.35,30
"2879",11.3,239,3.25,33
"2880",12.3,242,2.45,31
"2881",10.1,245,2.05,29
"2882",11.6,258,1.15,31
"2883",12.7,259,0.95,32
"2884",7,265,0.85,31
"2885",10.5,275,-1.15,39
"2886",7.2,277,-2.15,40
"2887",8.4,270,-2.85,44
"2888",6,270,1.15,31
"2889",5,262,4.65,20
"2890",2.2,52,7.05,9
"2891",5.1,249,8.75,9
"2892",3.2,244,10.65,7
"2893",8.7,240,12.45,6
"2894",10.3,258,13.55,6
"2895",11.4,257,12.95,5
"2896",13.3,252,11.65,8
"2897",13.2,253,11.25,9
"2898",13.6,254,9.85,11
"2899",13.3,275,8.55,10
"2900",12.5,263,5.65,19
"2901",12.1,258,3.85,21
"2902",9.7,263,2.55,23
"2903",7.2,272,1.65,24
"2904",7.7,252,0.85,26
"2905",6.7,222,1.55,24
"2906",9.9,223,0.95,25
"2907",9.6,233,-0.65,26
"2908",7.4,253,-1.35,29
"2909",3.5,271,-2.75,30
"2910",5.8,272,-4.35,35
"2911",6.3,288,-4.05,36
"2912",4.6,280,1.55,23
"2913",8.9,249,4.15,17
"2914",10.6,252,6.45,11
"2915",9.1,236,8.25,9
"2916",10.9,258,10.55,6
"2917",12.8,255,11.85,6
"2918",12.7,257,12.55,5
"2919",10.8,259,12.55,4
"2920",10.8,276,11.85,3
"2921",13.1,255,10.95,5
"2922",10.7,286,10.15,7
"2923",10.7,277,8.35,7
"2924",8,259,5.55,13
"2925",7,261,3.55,15
"2926",7.6,283,1.85,17
"2927",6.9,262,0.05,21
"2928",6.9,244,-0.55,23
"2929",6.2,244,-1.05,23
"2930",4.7,264,-1.85,23
"2931",6.1,259,-1.45,21
"2932",3.5,288,-4.95,23
"2933",4.5,287,-5.85,24
"2934",4.7,261,-5.75,24
"2935",3.8,251,-5.85,26
"2936",4.3,241,0.85,16
"2937",5.9,286,4.35,10
"2938",6.1,276,7.45,5
"2939",9.2,250,10.05,2
"2940",11.3,248,11.15,1
"2941",12.7,245,11.45,1
"2942",11.2,255,11.65,1
"2943",12.2,250,13.05,1
"2944",12,259,13.75,1
"2945",9.8,284,12.15,1
"2946",9.9,293,10.65,1
"2947",10.2,266,9.15,3
"2948",13.7,258,6.35,4
"2949",10.9,252,4.85,7
"2950",6.3,199,4.05,12
"2951",11.3,246,4.25,9
"2952",5.4,273,3.05,14
"2953",6.6,282,1.75,16
"2954",6.2,272,0.35,17
"2955",4.6,275,0.65,17
"2956",4.7,298,-2.05,21
"2957",1.1,254,-4.25,23
"2958",1.5,268,-4.65,21
"2959",0.9,90,-4.95,25
"2960",0.9,228,-2.25,26
"2961",2.3,40,2.25,15
"2962",1.9,47,7.35,8
"2963",1.8,263,11.35,3
"2964",6.8,269,12.55,2
"2965",8.7,273,13.85,1
"2966",9,289,14.65,1
"2967",9.2,274,14.55,1
"2968",11.8,261,14.75,1
"2969",12.4,273,14.05,1
"2970",12.8,257,12.35,2
"2971",12.8,254,10.35,3
"2972",13.9,269,7.55,7
"2973",13.8,276,5.85,9
"2974",8.1,279,4.85,10
"2975",6.5,174,4.45,11
"2976",6.7,215,4.05,10
"2977",8.5,203,1.95,12
"2978",6.5,242,2.85,11
"2979",3.4,266,-1.05,13
"2980",4.3,247,-2.55,16
"2981",0.9,66,-2.55,15
"2982",1.7,210,-2.55,16
"2983",1.1,275,-5.45,19
"2984",1.4,55,1.25,12
"2985",2,47,3.75,12
"2986",3.2,82,8.05,5
"2987",6.9,259,10.45,4
"2988",11.4,260,12.55,3
"2989",12.4,250,12.55,3
"2990",13.6,255,11.05,3
"2991",14.1,258,10.75,3
"2992",14,263,10.35,3
"2993",12.6,275,12.35,2
"2994",11.6,277,10.65,2
"2995",13.1,263,9.05,2
"2996",11.2,274,5.85,4
"2997",11.8,258,3.85,6
"2998",7.4,248,2.85,8
"2999",1.2,78,1.35,9
"3000",1.6,232,-1.75,11
"3001",5.2,261,-0.55,8
"3002",6.7,278,-0.35,10
"3003",6.6,283,-2.95,13
"3004",5,281,-3.95,14
"3005",0.9,300,-5.25,12
"3006",1.9,253,-5.35,14
"3007",0.8,146,-4.95,13
"3008",1.1,127,1.55,11
"3009",3.2,275,4.35,9
"3010",4.3,240,6.85,8
"3011",11.7,257,9.45,6
"3012",15.5,254,10.05,6
"3013",12.6,251,11.05,5
"3014",12.9,240,10.85,4
"3015",12.3,235,11.45,3
"3016",12,248,11.15,4
"3017",12.4,253,11.15,4
"3018",9.3,254,9.75,3
"3019",9.6,255,8.65,4
"3020",9.7,248,5.45,7
"3021",10.6,260,3.65,11
"3022",10,247,2.35,12
"3023",2,281,0.55,14
"3024",5.2,297,-0.95,16
"3025",4.9,287,-0.25,17
"3026",5.8,285,-1.45,18
"3027",8,273,-1.65,19
"3028",5.8,261,-0.05,17
"3029",5.2,254,-0.45,16
"3030",7.7,261,0.05,17
"3031",7.3,268,0.55,16
"3032",3.7,286,2.55,15
"3033",7.9,234,5.65,10
"3034",10.5,242,7.05,8
"3035",14.5,257,9.05,7
"3036",15.5,268,11.05,6
"3037",16.4,269,11.95,5
"3038",17,261,12.45,4
"3039",15.8,265,12.95,3
"3040",16.3,267,13.15,3
"3041",16.5,268,11.85,4
"3042",16.6,263,10.45,5
"3043",12.4,266,8.85,6
"3044",12.7,261,6.65,7
"3045",13.5,261,4.65,9
"3046",6,210,3.75,10
"3047",8.3,244,2.95,11
"3048",9.8,239,2.95,11
"3049",8.3,241,2.95,11
"3050",6,242,0.45,14
"3051",8.2,240,1.05,12
"3052",7.6,253,-0.95,14
"3053",6.4,251,-1.05,13
"3054",6.5,248,-1.25,15
"3055",6.6,248,0.15,11
"3056",5.7,240,3.95,9
"3057",7.6,231,6.65,7
"3058",7.4,245,8.95,4
"3059",9.5,254,10.55,2
"3060",8.4,248,12.55,2
"3061",11,257,13.95,1
"3062",13.2,265,15.15,1
"3063",13.3,256,13.95,1
"3064",11.9,259,13.55,2
"3065",13.3,253,12.95,2
"3066",13.8,257,11.85,2
"3067",13,261,10.35,3
"3068",9.9,263,8.35,4
"3069",9.7,254,6.15,7
"3070",8,246,4.45,8
"3071",3,270,0.75,10
"3072",5.5,284,-0.65,11
"3073",3.2,233,0.65,10
"3074",4,254,-0.75,10
"3075",4.3,234,-3.25,8
"3076",2.8,360,-1.75,6
"3077",4.7,266,-3.85,9
"3078",5.1,266,-3.75,8
"3079",2.8,7,-2.95,9
"3080",0.6,35,-0.35,9
"3081",3.5,39,3.25,9
"3082",3.8,256,10.35,2
"3083",5.5,265,12.45,1
"3084",7.6,246,14.25,1
"3085",10.1,252,15.35,1
"3086",11.5,262,16.25,1
"3087",12.4,258,16.35,1
"3088",12.7,260,15.45,1
"3089",11.9,259,15.05,1
"3090",12.9,259,13.65,1
"3091",14,262,12.05,1
"3092",11.7,262,9.05,4
"3093",10.6,273,7.25,10
"3094",7.5,290,5.95,13
"3095",7.4,254,4.45,15
"3096",4.4,305,1.95,15
"3097",8,283,2.75,11
"3098",8,283,1.95,12
"3099",10.9,281,3.05,13
"3100",9.3,267,2.75,14
"3101",2.6,176,1.25,14
"3102",2.8,226,0.25,16
"3103",6.6,215,-1.45,17
"3104",4.5,243,4.35,10
"3105",7,231,7.65,5
"3106",8.2,259,10.45,4
"3107",6.9,260,12.25,3
"3108",6.9,268,13.85,2
"3109",9.3,266,15.05,2
"3110",12.1,259,16.05,3
"3111",16.9,269,16.85,2
"3112",16.1,260,15.75,2
"3113",15.1,265,14.55,3
"3114",13,264,13.65,4
"3115",10.7,264,12.55,4
"3116",10,294,9.75,6
"3117",6.8,304,7.75,10
"3118",2.3,38,5.85,12
"3119",1.5,220,4.45,15
"3120",2.6,244,1.85,16
"3121",3.9,232,0.55,19
"3122",5.1,251,-0.35,20
"3123",6.7,282,-0.25,19
"3124",1.3,352,-1.65,19
"3125",2.4,330,-1.85,18
"3126",2.7,284,-3.85,20
"3127",0.6,262,-3.65,19
"3128",1.1,35,1.55,14
"3129",2.4,52,5.05,15
"3130",2.7,52,8.35,9
"3131",4.3,228,12.85,3
"3132",7,263,14.05,1
"3133",8,241,15.25,2
"3134",11.1,271,16.55,1
"3135",12.2,269,16.85,1
"3136",14.5,267,16.25,3
"3137",16.3,263,15.05,3
"3138",12.3,269,13.85,4
"3139",13.5,269,12.65,7
"3140",15.7,263,9.85,9
"3141",11.5,267,8.45,9
"3142",9,249,7.25,12
"3143",6.7,197,5.45,16
"3144",6.9,202,5.85,18
"3145",6,229,3.85,19
"3146",5.4,281,5.05,13
"3147",4.8,270,4.25,11
"3148",3.8,273,2.55,9
"3149",8.1,238,2.15,8
"3150",8.5,232,3.35,6
"3151",8.2,242,2.55,7
"3152",7.2,215,6.85,5
"3153",9.1,254,9.15,3
"3154",10.5,256,10.95,2
"3155",7.6,271,12.35,2
"3156",6.7,264,13.55,4
"3157",9.8,257,14.45,6
"3158",12.1,269,15.85,5
"3159",12.6,258,15.45,5
"3160",12.6,265,15.15,5
"3161",13,260,14.05,5
"3162",11.5,293,12.05,8
"3163",11.3,283,11.05,13
"3164",11,289,8.35,20
"3165",7.7,272,7.75,19
"3166",7.1,259,6.55,22
"3167",6.2,253,5.55,25
"3168",2.7,241,3.95,25
"3169",8.2,248,4.35,22
"3170",7.7,258,3.05,22
"3171",7.9,223,1.95,25
"3172",6.6,266,1.45,28
"3173",6.3,280,0.85,23
"3174",6.5,272,0.65,21
"3175",6.6,267,1.25,20
"3176",6.2,260,6.05,12
"3177",7.5,240,8.55,10
"3178",8.5,244,10.15,9
"3179",11.1,259,11.75,10
"3180",12.8,266,13.15,11
"3181",13.9,259,13.75,11
"3182",14,246,14.35,10
"3183",15.3,257,13.95,10
"3184",15.2,261,13.85,9
"3185",14.5,259,13.35,10
"3186",14.9,262,12.15,12
"3187",13.2,261,10.65,17
"3188",11.9,271,8.05,20
"3189",9.1,273,6.45,19
"3190",5.3,286,4.75,24
"3191",4.9,293,4.15,23
"3192",9.7,284,3.55,23
"3193",9.8,249,3.85,21
"3194",9.1,245,3.95,23
"3195",8.7,239,3.95,22
"3196",8.4,245,2.85,23
"3197",6.2,268,1.95,25
"3198",5.8,265,0.05,30
"3199",5.8,260,0.85,32
"3200",6.9,247,6.05,21
"3201",7.3,239,7.85,17
"3202",8.3,255,8.65,15
"3203",11,242,11.15,10
"3204",12.1,256,11.55,11
"3205",12,251,12.15,10
"3206",13.3,252,12.55,10
"3207",15.1,250,12.05,9
"3208",15,252,11.95,10
"3209",13.1,269,11.55,10
"3210",15.3,256,10.25,12
"3211",18,259,8.15,16
"3212",14.4,264,5.85,21
"3213",10.7,266,4.05,23
"3214",8.2,267,3.15,22
"3215",9.8,269,2.15,24
"3216",10.3,254,0.85,30
"3217",9.1,231,2.15,20
"3218",8.7,196,1.55,20
"3219",7.3,218,1.95,18
"3220",7.6,211,1.95,16
"3221",6.3,254,1.15,19
"3222",7.4,227,1.55,15
"3223",8.1,249,0.45,19
"3224",10.3,230,3.05,17
"3225",9.9,241,5.25,12
"3226",10.6,221,6.65,11
"3227",9.6,235,9.05,7
"3228",10,251,11.05,7
"3229",13.2,265,11.65,7
"3230",16.2,261,11.65,5
"3231",15.2,243,11.55,7
"3232",14.7,274,11.05,7
"3233",13.2,271,10.75,9
"3234",12.1,271,9.85,13
"3235",13.7,255,7.95,19
"3236",13.8,252,5.15,25
"3237",15.5,254,3.05,37
"3238",8.5,229,1.85,45
"3239",11.8,241,1.05,47
"3240",11.6,239,0.95,45
"3241",12.2,253,0.55,43
"3242",9.9,245,-0.15,46
"3243",9.4,242,-0.15,45
"3244",7,252,-1.15,48
"3245",8.1,285,-2.25,55
"3246",6.1,268,-3.05,56
"3247",6,252,-4.15,63
"3248",5.7,239,1.15,39
"3249",6.8,225,3.45,26
"3250",14.1,270,7.15,9
"3251",9.2,236,7.45,11
"3252",11.6,220,8.75,11
"3253",12.1,231,10.05,10
"3254",10.4,247,11.65,8
"3255",13.3,240,11.15,9
"3256",14.7,242,10.05,10
"3257",14.3,255,9.25,13
"3258",15.1,261,8.75,21
"3259",13.7,253,6.35,26
"3260",11.7,250,4.15,30
"3261",11.9,263,2.85,37
"3262",12.8,240,1.65,46
"3263",12,234,0.75,52
"3264",9.8,260,-0.25,58
"3265",8.6,256,-0.95,60
"3266",6.8,263,-1.75,57
"3267",2.8,247,-2.75,63
"3268",1.9,229,-3.65,63
"3269",1.2,146,-4.75,65
"3270",1.9,223,-7.45,65
"3271",0.7,265,-7.25,68
"3272",1.3,240,-2.05,65
"3273",2.6,54,1.55,47
"3274",2.6,75,3.85,32
"3275",4.3,40,5.85,23
"3276",2.5,103,7.15,21
"3277",3.9,51,10.15,17
"3278",6.7,280,10.75,17
"3279",9,262,10.85,18
"3280",12.1,252,11.25,14
"3281",10.9,254,11.05,11
"3282",11.8,274,10.25,11
"3283",12.3,263,7.75,15
"3284",13.2,260,4.65,23
"3285",12.9,266,2.95,24
"3286",9.9,258,1.85,31
"3287",9.9,252,1.15,40
"3288",7.6,263,0.35,44
"3289",7,257,-0.65,46
"3290",2.8,282,-1.35,44
"3291",1.8,320,-3.05,46
"3292",2.7,235,-4.75,51
"3293",1.8,234,-7.85,55
"3294",1.6,227,-6.55,50
"3295",1.1,241,-6.75,55
"3296",0.7,69,1.35,34
"3297",2.8,78,4.05,35
"3298",5.1,39,6.35,30
"3299",5.3,72,8.35,21
"3300",5.3,56,10.05,16
"3301",2.9,276,11.95,13
"3302",6.3,87,12.55,13
"3303",4.8,239,13.75,11
"3304",12.9,242,13.45,11
"3305",10.6,267,12.85,11
"3306",12.9,254,11.15,15
"3307",11.7,262,9.05,19
"3308",13.4,247,5.75,27
"3309",10.7,258,4.25,31
"3310",9.8,242,3.45,33
"3311",6,266,2.95,34
"3312",1.4,167,-0.55,40
"3313",2.7,221,-1.65,46
"3314",1,215,-2.85,52
"3315",1.8,270,-2.85,62
"3316",1.8,246,-3.85,64
"3317",1.6,248,-5.15,67
"3318",0.7,264,-4.55,67
"3319",1.3,237,-5.05,69
"3320",0.8,144,0.15,66
"3321",2.3,57,3.85,63
"3322",3.6,40,5.85,56
"3323",5.9,68,9.45,38
"3324",4.1,90,10.85,24
"3325",2.1,56,12.85,21
"3326",6.5,236,14.05,16
"3327",7.2,290,14.35,13
"3328",9.6,304,15.05,13
"3329",8.9,287,14.45,12
"3330",9.4,277,12.95,14
"3331",9.9,255,11.05,17
"3332",10.3,248,8.05,25
"3333",7.5,235,6.25,30
"3334",7.3,227,4.45,37
"3335",4.6,275,3.55,40
"3336",2.1,257,2.15,43
"3337",2.2,288,1.15,48
"3338",1.3,183,-1.15,59
"3339",2,36,1.15,64
"3340",3,117,1.65,66
"3341",0.6,240,0.95,68
"3342",1.5,229,0.95,68
"3343",0.4,105,0.85,69
"3344",3,64,3.25,69
"3345",4.7,77,5.45,69
"3346",4.6,96,7.85,66
"3347",1.9,134,7.65,63
"3348",4.5,44,10.95,37
"3349",9.4,293,12.65,25
"3350",9.9,279,12.45,26
"3351",11.1,278,11.75,24
"3352",12.3,297,11.45,22
"3353",13.7,275,9.65,29
"3354",15.3,269,7.65,23
"3355",14.6,265,7.25,19
"3356",13.9,266,4.55,23
"3357",9.8,272,3.35,29
"3358",10.4,270,1.95,35
"3359",9.1,290,1.35,42
"3360",6.5,297,0.85,42
"3361",4.9,236,-0.85,42
"3362",4.1,255,-2.25,45
"3363",5.3,260,-3.25,44
"3364",5.3,283,-4.85,48
"3365",3.8,242,-5.25,50
"3366",1.4,214,-6.45,56
"3367",1.4,268,-4.35,52
"3368",1.1,29,0.95,36
"3369",0.7,76,2.95,31
"3370",5.7,269,4.75,16
"3371",8.5,280,5.85,15
"3372",7.8,283,6.35,10
"3373",7.7,270,6.85,9
"3374",9.6,284,6.85,9
"3375",10.1,269,7.35,10
"3376",11.1,285,6.85,12
"3377",11.1,272,6.85,15
"3378",12,259,6.45,14
"3379",10.6,266,5.65,15
"3380",11.1,261,3.45,16
"3381",9.1,252,2.05,13
"3382",8.5,255,0.55,14
"3383",13.3,249,-0.75,31
"3384",11.7,240,-1.35,32
"3385",11.4,245,-1.85,32
"3386",10.9,240,-2.05,31
"3387",11.3,245,-2.45,33
"3388",9.7,256,-2.95,32
"3389",7.6,260,-3.25,27
"3390",8.7,252,-4.05,26
"3391",6.3,270,-3.95,25
"3392",6.4,268,0.45,16
"3393",4.4,294,2.35,12
"3394",4.9,255,4.15,9
"3395",5.1,267,6.75,8
"3396",3.8,249,8.35,6
"3397",6.2,244,10.45,5
"3398",8.5,257,11.65,5
"3399",11.6,263,12.25,5
"3400",13,249,11.65,5
"3401",14.6,241,11.55,4
"3402",11.4,266,11.05,3
"3403",13.2,258,8.05,7
"3404",11.1,263,5.45,10
"3405",12.2,262,3.05,19
"3406",14,239,1.55,28
"3407",13.6,261,0.65,35
"3408",13.3,264,0.05,40
"3409",9.9,254,-0.35,41
"3410",3.1,251,-1.25,43
"3411",2.7,206,-3.45,45
"3412",4.4,280,-2.25,47
"3413",5.9,285,-2.75,39
"3414",2.6,298,-3.15,40
"3415",8,286,-2.55,40
"3416",10.2,283,0.05,31
"3417",8.7,270,2.95,22
"3418",8.2,264,5.15,15
"3419",8.5,255,7.75,8
"3420",10.6,239,9.25,8
"3421",9.6,313,12.15,4
"3422",9.3,294,12.45,3
"3423",10.7,284,11.75,3
"3424",11,298,11.25,4
"3425",11.6,277,10.55,6
"3426",11.1,276,9.15,8
"3427",10.2,255,7.35,10
"3428",8,254,4.35,18
"3429",13.9,294,3.35,28
"3430",3.2,149,1.55,25
"3431",5,231,-0.55,27
"3432",6.7,229,-1.25,28
"3433",5.5,243,-2.45,34
"3434",8.8,260,-1.75,38
"3435",5.1,283,-1.85,35
"3436",6,256,-3.15,39
"3437",3.3,287,-5.65,38
"3438",5.5,297,-4.55,34
"3439",2.6,278,-2.35,30
"3440",3.4,272,1.25,18
"3441",6.8,271,3.25,16
"3442",4.8,265,5.85,13
"3443",7.9,290,8.55,7
"3444",8.1,299,10.15,3
"3445",11,294,10.65,3
"3446",13.7,278,12.05,2
"3447",14.2,277,11.55,2
"3448",14.7,270,11.95,1
"3449",15.2,287,10.15,4
"3450",14.5,276,9.15,7
"3451",12.1,267,7.65,8
"3452",12,256,5.15,9
"3453",13.5,235,3.35,12
"3454",15.1,241,2.35,18
"3455",10.3,243,1.25,20
"3456",1.7,150,0.85,20
"3457",8.6,249,-0.45,21
"3458",6.4,280,-1.55,25
"3459",8.2,280,-3.15,28
"3460",4.5,265,-3.55,28
"3461",7,279,-3.75,28
"3462",5.8,253,-5.45,31
"3463",4.5,293,-3.45,31
"3464",0.8,68,-2.25,25
"3465",2.9,69,2.25,16
"3466",5.8,259,7.55,4
"3467",5.1,239,8.65,4
"3468",9.3,227,11.45,3
"3469",10.2,253,12.05,2
"3470",13.6,253,11.95,3
"3471",13.1,258,12.75,3
"3472",13.5,257,12.45,3
"3473",14.6,256,11.65,4
"3474",13.3,240,10.35,5
"3475",11.6,254,9.25,9
"3476",15,272,6.15,16
"3477",12.1,228,4.15,18
"3478",13.5,235,3.75,19
"3479",12,246,2.35,31
"3480",11.5,251,2.05,34
"3481",9.2,251,1.25,36
"3482",2.9,210,0.15,41
"3483",10.8,261,-0.35,39
"3484",3.4,232,-1.25,41
"3485",3.1,262,-2.55,42
"3486",2.8,232,-4.95,46
"3487",1.8,312,-2.55,37
"3488",0.8,74,-1.95,35
"3489",1.6,35,1.85,23
"3490",2.7,49,7.25,10
"3491",3,32,9.75,5
"3492",4,6,10.95,4
"3493",6.3,269,12.95,5
"3494",8.9,243,13.45,8
"3495",11.7,252,13.35,4
"3496",13.8,257,12.95,5
"3497",13.8,270,12.15,5
"3498",14.3,274,10.95,5
"3499",10.9,280,9.45,6
"3500",12.2,254,5.95,12
"3501",9.7,212,4.05,16
"3502",13.8,223,3.55,17
"3503",15.3,241,2.05,21
"3504",12.2,253,2.05,20
"3505",10.8,246,0.65,25
"3506",10.8,251,0.15,26
"3507",9.4,252,-0.55,28
"3508",7.7,270,-2.35,28
"3509",6,279,-3.05,30
"3510",3.6,254,-4.95,35
"3511",2.2,154,-2.65,30
"3512",1.9,32,-0.75,22
"3513",2.4,57,3.55,17
"3514",2.8,51,6.85,10
"3515",3.9,201,9.05,3
"3516",6.3,272,11.05,2
"3517",8.8,240,12.65,2
"3518",11.1,240,13.25,2
"3519",12,255,13.35,1
