"","viento","direccion","temperatura","humedad"
"2192",4.9,105,10.95,80
"2193",4.5,92,13.35,78
"2194",2,56,15.95,71
"2195",3.9,304,17.85,63
"2196",6.8,272,17.65,61
"2197",9,270,19.25,58
"2198",9.1,288,20.05,54
"2199",8.5,291,20.55,47
"2200",8.3,290,20.45,45
"2201",7.6,288,20.65,43
"2202",6.7,298,20.45,43
"2203",7.4,294,20.35,43
"2204",7.2,288,18.55,50
"2205",5.3,280,17.25,55
"2206",3.7,253,16.25,60
"2207",3,237,15.25,64
"2208",3.1,185,14.15,66
"2209",3.4,211,13.75,67
"2210",3.3,178,12.75,70
"2211",3.8,135,13.15,72
"2212",5.3,86,12.05,75
"2213",5.9,87,12.55,76
"2214",3.7,90,11.05,74
"2215",5.8,77,11.15,75
"2216",5.7,107,11.05,74
"2217",7,74,14.15,70
"2218",7.2,65,15.95,63
"2219",4.1,41,17.95,58
"2220",6,287,18.85,52
"2221",5.8,289,19.95,45
"2222",5.8,267,20.85,37
"2223",5.9,283,21.05,34
"2224",6.4,296,21.35,32
"2225",7.4,276,22.15,26
"2226",8,277,22.65,23
"2227",8.1,292,22.05,26
"2228",8.8,279,19.45,40
"2229",6.6,246,16.95,51
"2230",5.4,254,15.95,54
"2231",2.6,230,15.15,59
"2232",2.8,163,14.15,63
"2233",2.1,116,14.65,63
"2234",4.9,95,11.95,65
"2235",5.7,107,11.75,66
"2236",4.3,92,11.95,67
"2237",3.9,90,11.65,67
"2238",6,91,10.15,69
"2239",6.5,81,10.05,70
"2240",6.2,99,10.05,71
"2241",6.7,91,12.15,70
"2242",5.5,65,15.35,66
"2243",1.6,328,18.35,58
"2244",3.9,302,20.05,47
"2245",4.3,296,20.95,39
"2246",5.2,287,22.05,33
"2247",5.4,298,22.35,28
"2248",6.9,277,22.75,26
"2249",5.5,270,23.45,23
"2250",5.4,284,23.55,20
"2251",5.5,293,23.45,17
"2252",7.8,231,20.65,40
"2253",5,261,18.85,48
"2254",3.6,312,16.25,56
"2255",1.7,320,15.05,61
"2256",2.8,98,13.95,64
"2257",4.1,99,13.65,65
"2258",5,91,12.75,66
"2259",6.8,83,12.15,66
"2260",7.4,85,12.75,66
"2261",5,113,12.85,65
"2262",2,36,11.95,65
"2263",5.5,77,10.95,67
"2264",6.5,86,10.75,67
"2265",5.7,81,13.95,62
"2266",6.4,62,17.55,34
"2267",1.6,290,19.95,31
"2268",3.7,277,21.35,35
"2269",6,291,22.05,36
"2270",5.6,249,23.45,30
"2271",6.4,239,24.65,27
"2272",7.3,271,25.15,23
"2273",8.2,286,25.45,22
"2274",8.1,262,25.65,20
"2275",8,240,23.65,27
"2276",7,230,21.25,33
"2277",6.5,284,19.05,36
"2278",3.6,297,16.25,52
"2279",1.8,299,14.95,58
"2280",2.2,147,14.25,60
"2281",0.6,140,13.35,58
"2282",2.9,86,13.05,62
"2283",4.9,87,11.85,63
"2284",5.3,100,12.45,63
"2285",6.9,91,12.15,62
"2286",8.4,83,11.25,61
"2287",7.4,88,12.15,60
"2288",7.5,80,10.95,63
"2289",7.7,76,14.55,53
"2290",7.9,61,17.85,42
"2291",1.6,91,20.65,28
"2292",4.5,274,21.75,28
"2293",6.4,281,22.15,31
"2294",7.2,263,23.65,26
"2295",5.6,254,24.45,24
"2296",7.5,263,25.95,20
"2297",7.5,259,25.85,19
"2298",7.2,258,26.05,17
"2299",9.5,261,23.95,21
"2300",6.5,240,21.95,22
"2301",6,288,19.35,30
"2302",3.2,316,16.45,39
"2303",1.4,90,15.45,40
"2304",2.8,134,15.95,39
"2305",1.1,176,16.15,36
"2306",5.4,92,13.25,42
"2307",8.7,86,12.95,41
"2308",8.2,83,12.95,41
"2309",7.7,79,13.05,41
"2310",7.7,82,13.15,41
"2311",7.2,80,12.15,43
"2312",8.2,80,12.65,43
"2313",10.3,75,15.45,35
"2314",9.5,78,18.55,29
"2315",5.8,67,21.15,26
"2316",3.4,292,23.55,22
"2317",5.8,284,23.45,25
"2318",6.3,283,23.75,26
"2319",7,280,23.85,24
"2320",6,285,25.45,18
"2321",5.7,286,25.75,15
"2322",7.4,280,25.75,14
"2323",8.8,260,24.85,11
"2324",7.8,239,22.25,12
"2325",3.9,282,19.85,14
"2326",1.4,360,17.45,16
"2327",2.1,105,16.35,20
"2328",2.8,97,16.65,19
"2329",5.1,91,15.65,20
"2330",7.1,88,13.15,22
"2331",8.3,88,12.75,25
"2332",3.8,94,13.95,21
"2333",7.3,88,10.65,25
"2334",8.5,79,11.65,23
"2335",6.9,98,10.55,26
"2336",8.2,78,10.95,26
"2337",8.6,69,15.35,21
"2338",8.6,65,18.65,18
"2339",3.1,357,21.35,16
"2340",5.2,288,21.85,18
"2341",5.7,286,22.85,17
"2342",5.7,303,23.75,13
"2343",6.3,297,24.35,9
"2344",6.4,301,25.15,8
"2345",7.6,281,25.35,9
"2346",7.2,281,25.75,7
"2347",4.6,254,25.25,6
"2348",7.3,252,22.95,10
"2349",5.2,285,19.85,19
"2350",3,314,17.35,24
"2351",1.8,333,15.55,30
"2352",1.7,114,14.95,32
"2353",3.1,106,14.45,31
"2354",4.1,102,14.25,29
"2355",7.2,88,11.95,27
"2356",7.8,89,10.65,29
"2357",7.6,92,10.25,29
"2358",8.2,87,11.25,28
"2359",9.7,80,10.05,31
"2360",10.2,80,11.25,27
"2361",10.4,77,15.55,22
"2362",10.6,74,18.65,16
"2363",7.6,68,21.55,13
"2364",2,242,23.85,12
"2365",6.9,292,23.15,15
"2366",7.8,285,24.15,14
"2367",7.8,284,25.15,15
"2368",6.5,277,25.65,15
"2369",7.6,280,25.65,14
"2370",7,266,25.55,14
"2371",7.3,225,23.85,20
"2372",7.4,224,21.45,25
"2373",5.3,222,19.25,26
"2374",3.2,303,18.15,30
"2375",2.7,321,16.65,39
"2376",1.1,255,15.25,42
"2377",0.1,235,14.05,45
"2378",2.5,127,13.35,48
"2379",3.7,96,12.75,50
"2380",5.3,102,10.55,53
"2381",4.3,89,10.55,56
"2382",6.2,89,9.75,47
"2383",6,70,9.05,48
"2384",7,77,9.05,48
"2385",8.5,71,12.65,41
"2386",8,65,16.95,33
"2387",3.9,46,19.95,27
"2388",5.3,282,21.45,25
"2389",6.7,287,20.65,32
"2390",6.8,282,21.55,32
"2391",7.5,272,22.05,31
"2392",5.3,298,22.85,29
"2393",5.9,287,22.95,25
"2394",7.9,283,23.45,24
"2395",7.6,256,22.35,31
"2396",8.9,242,19.35,42
"2397",5.8,257,17.75,46
"2398",4.2,246,16.35,49
"2399",2.5,192,14.95,52
"2400",2.7,199,14.15,57
"2401",3.4,173,13.95,58
"2402",2.3,183,13.85,57
"2403",2.3,110,12.45,60
"2404",4.6,90,11.85,60
"2405",3.9,92,9.55,63
"2406",5.5,98,8.95,65
"2407",5.6,97,8.85,66
"2408",6.9,93,9.35,67
"2409",5.7,69,12.15,66
"2410",5.4,55,15.65,52
"2411",2.2,321,18.65,42
"2412",2.9,359,19.85,38
"2413",6,272,20.55,38
"2414",6.3,287,20.95,35
"2415",6.2,282,22.15,32
"2416",6.8,282,22.75,30
"2417",6.3,289,23.25,26
"2418",7.2,285,23.55,23
"2419",9.9,270,22.25,33
"2420",7.4,235,20.05,41
"2421",5.5,286,18.15,43
"2422",4.2,291,15.95,49
"2423",2.8,291,14.95,53
"2424",1.5,107,14.05,59
"2425",2,82,12.65,60
"2426",3.9,94,12.55,61
"2427",5.2,94,11.35,63
"2428",5.5,91,11.65,62
"2429",5.5,102,11.15,62
"2430",8,93,10.05,65
"2431",7.5,91,9.35,66
"2432",6.4,87,9.95,67
"2433",7.2,72,13.95,61
"2434",7.6,75,16.95,42
"2435",4,40,19.75,35
"2436",4.5,276,20.35,36
"2437",5.7,286,21.75,33
"2438",6.5,293,22.75,29
"2439",5.3,252,24.15,24
"2440",7.4,279,25.05,21
"2441",6.9,264,24.95,21
"2442",9.3,261,24.15,26
"2443",8.1,243,22.85,29
"2444",8.6,217,20.15,36
"2445",7.1,217,18.05,43
"2446",4.5,311,16.45,47
"2447",2,305,15.25,52
"2448",3.1,130,14.35,55
"2449",2.8,106,14.15,56
"2450",4.7,89,12.55,59
"2451",6.6,81,12.15,57
"2452",5.5,91,11.95,58
"2453",6.2,100,11.15,59
"2454",6.9,92,10.45,61
"2455",7.2,89,10.15,62
"2456",7.2,91,10.25,62
"2457",8.4,78,13.95,51
"2458",8.2,77,17.65,38
"2459",5.5,83,20.45,31
"2460",3.3,275,22.15,29
"2461",7,289,22.25,30
"2462",7.3,288,23.15,27
"2463",7.2,283,23.95,22
"2464",6,287,24.05,22
"2465",7.3,283,24.15,21
"2466",6.8,270,23.95,18
"2467",7,290,23.35,22
"2468",8.4,237,20.35,39
"2469",3.6,264,18.35,44
"2470",2.8,314,16.95,47
"2471",0.8,12,15.25,51
"2472",2,101,15.15,52
"2473",0.9,86,14.25,56
"2474",5.3,92,12.35,57
"2475",4.5,89,11.55,58
"2476",4.6,101,10.85,59
"2477",6,88,10.25,61
"2478",7,99,9.05,62
"2479",7.5,86,9.35,64
"2480",6.9,84,10.05,65
"2481",7.2,64,13.05,58
"2482",7.3,67,15.85,45
"2483",1.9,305,18.85,41
"2484",4.7,282,19.85,39
"2485",5.6,285,20.75,37
"2486",5.5,277,21.05,36
"2487",5.2,253,22.25,30
"2488",6.1,271,22.65,28
"2489",4.5,267,22.65,28
"2490",5,283,23.05,23
"2491",5,269,22.75,24
"2492",4.3,283,21.65,24
"2493",4.9,254,19.75,39
"2494",4.4,236,17.55,45
"2495",3,200,16.35,50
"2496",3.1,208,15.05,55
"2497",3.1,204,13.85,60
"2498",3.3,174,13.15,63
"2499",3.8,140,12.85,65
"2500",6.1,92,11.75,64
"2501",7.7,90,11.25,62
"2502",8.4,71,10.15,64
"2503",7.6,79,10.75,62
"2504",9.2,80,10.95,64
"2505",8.3,72,12.85,60
"2506",8.1,70,16.75,35
"2507",2.3,39,19.55,30
"2508",2.2,8,21.65,28
"2509",4,308,21.95,29
"2510",6.5,281,22.95,26
"2511",6.4,287,23.05,26
"2512",7.1,268,23.45,24
"2513",7.6,285,23.25,25
"2514",6.6,287,22.85,28
"2515",5.3,263,22.35,24
"2516",6.5,288,21.05,32
"2517",7.5,236,18.55,33
"2518",4.3,226,16.95,42
"2519",4.4,202,15.45,50
"2520",3.1,198,14.75,54
"2521",2.6,180,14.55,59
"2522",5.3,146,15.05,56
"2523",7.9,89,12.35,58
"2524",9.4,85,12.45,56
"2525",10.6,83,12.25,55
"2526",8.5,82,12.55,55
"2527",6.7,89,13.75,54
"2528",8.9,80,11.35,60
"2529",9,78,14.55,50
"2530",10.5,82,17.45,42
"2531",7.8,68,19.55,35
"2532",3.7,310,22.25,28
"2533",4.5,275,22.15,30
"2534",6.4,293,22.95,27
"2535",6.8,285,23.75,25
"2536",7,285,24.25,19
"2537",7.5,283,24.05,19
"2538",7.2,281,24.25,17
"2539",10.3,242,22.85,30
"2540",7.1,229,20.45,37
"2541",5.1,261,18.45,43
"2542",2.9,298,16.85,50
"2543",1.8,284,15.75,51
"2544",2,160,15.25,53
"2545",1.6,186,14.75,57
"2546",2.5,172,14.55,58
"2547",4.2,93,13.35,53
"2548",7.9,85,11.95,60
"2549",6.7,84,11.05,61
"2550",4.9,73,10.85,62
"2551",2.5,57,10.55,64
"2552",1.3,70,10.25,62
"2553",5.9,73,12.75,56
"2554",6.3,62,15.95,43
"2555",2.7,355,19.45,36
"2556",4.2,269,20.35,37
"2557",6.4,281,20.75,35
"2558",5.5,285,21.65,30
"2559",6.5,288,22.75,28
"2560",7.1,288,23.65,26
"2561",5.5,293,23.35,26
"2562",5.5,300,23.45,25
"2563",9.4,252,23.35,24
"2564",7.7,243,20.05,37
"2565",4.4,290,18.15,41
"2566",3.4,292,16.35,47
"2567",1.1,360,15.25,49
"2568",0.4,79,14.25,52
"2569",2.1,131,14.65,51
"2570",3.7,97,12.95,50
"2571",7,83,11.55,55
"2572",5.6,94,12.55,55
"2573",5.6,88,10.45,59
"2574",6.4,100,9.45,62
"2575",7.4,92,10.05,62
"2576",6.8,88,9.75,61
"2577",8.2,77,12.45,53
"2578",4.5,91,16.25,42
"2579",5.2,53,19.85,35
"2580",5.1,279,22.05,30
"2581",7.3,284,21.85,29
"2582",7,293,22.55,29
"2583",6.9,287,23.25,27
"2584",7.4,284,23.75,27
"2585",6.5,275,23.75,27
"2586",6.2,290,23.75,25
"2587",10.1,264,23.55,26
"2588",6.7,239,19.95,34
"2589",4.6,258,18.05,39
"2590",2.2,344,16.05,42
"2591",1,34,14.25,46
"2592",3.2,120,14.25,49
"2593",5.1,86,12.25,51
"2594",5,93,12.05,52
"2595",2.7,128,11.35,55
"2596",5.4,98,10.65,56
"2597",5.6,100,10.95,56
"2598",7.1,91,9.65,59
"2599",7.5,94,8.45,62
"2600",8.4,86,9.55,62
"2601",4.8,68,13.15,52
"2602",8.1,69,17.05,40
"2603",2.6,360,19.55,34
"2604",2.4,284,21.85,28
"2605",5.7,283,21.95,29
"2606",6.9,276,22.45,29
"2607",7.7,290,23.15,27
"2608",8.9,296,23.35,27
"2609",8.8,285,23.75,24
"2610",7.4,287,23.35,25
"2611",8.5,287,22.45,29
"2612",7,240,19.45,32
"2613",2.7,238,17.85,37
"2614",0.8,308,16.05,43
"2615",1.5,86,15.25,47
"2616",3.1,91,13.95,49
"2617",4.9,104,14.15,47
"2618",5.4,93,12.05,50
"2619",7,90,11.95,50
"2620",9,86,10.95,52
"2621",5.3,91,11.95,53
"2622",9.7,80,11.85,51
"2623",9.3,81,10.65,53
"2624",9.2,80,12.25,50
"2625",9.6,78,14.35,43
"2626",8.4,64,16.65,34
"2627",1.3,309,20.95,29
"2628",4.2,270,21.25,33
"2629",3.9,278,22.25,31
"2630",6,277,23.25,27
"2631",6.8,265,24.35,26
"2632",6.3,283,24.45,25
"2633",6.8,292,24.65,24
"2634",6.3,294,24.15,26
"2635",6,280,23.45,26
"2636",8.5,239,21.55,36
"2637",4.4,219,19.15,47
"2638",2.8,252,18.95,42
"2639",0.5,182,17.35,47
"2640",1.8,162,17.15,48
"2641",3.4,158,17.05,45
"2642",7,86,13.05,54
"2643",7.2,89,13.55,49
"2644",7.5,86,12.95,48
"2645",7.4,84,14.05,50
"2646",6.4,73,12.25,55
"2647",6.5,79,13.05,53
"2648",8.9,83,13.45,46
"2649",11.8,85,16.65,33
"2650",9.2,75,19.65,30
"2651",5.8,72,21.85,24
"2652",3.7,271,24.05,20
"2653",5.1,296,24.35,19
"2654",5.5,280,24.45,20
"2655",6.9,279,25.25,16
"2656",7.7,289,25.45,15
"2657",6.7,298,25.35,14
"2658",7.3,283,24.45,19
"2659",6.7,286,23.95,22
"2660",6.5,231,21.35,35
"2661",3.8,271,19.55,40
"2662",2,306,18.05,46
"2663",1.9,112,16.55,50
"2664",4.6,101,15.95,49
"2665",6.9,88,13.95,50
"2666",5.8,94,15.55,50
"2667",6.2,83,14.95,50
"2668",5.9,92,15.15,48
"2669",6.2,108,14.95,48
"2670",4.4,95,14.05,48
"2671",5.8,91,13.45,45
"2672",7.5,79,14.85,30
"2673",8,70,14.55,35
"2674",9.2,63,19.45,23
"2675",8,64,22.45,16
"2676",3.2,356,25.65,14
"2677",7.9,285,23.65,23
"2678",7.5,284,24.35,24
"2679",7.7,289,25.45,19
"2680",7,289,25.85,18
"2681",7.2,283,26.65,15
"2682",8.1,285,25.85,14
"2683",10.1,268,23.95,28
"2684",6.7,227,20.95,36
"2685",2.9,316,19.05,41
"2686",1,358,16.95,49
"2687",1.6,104,16.05,51
"2688",3.1,98,15.95,49
"2689",3.7,98,14.65,49
"2690",3.1,113,12.25,52
"2691",5.4,99,13.65,52
"2692",4.2,98,13.45,49
"2693",4.5,107,12.45,51
"2694",5.5,96,11.55,54
"2695",5.8,89,10.85,57
"2696",7.3,89,10.65,56
"2697",6.8,75,13.95,46
"2698",10.9,77,18.75,33
"2699",7.8,72,21.85,27
"2700",6.5,276,20.15,34
"2701",6.9,289,21.35,34
"2702",7.3,289,22.05,31
"2703",6.2,285,23.85,26
"2704",7.5,281,25.15,21
"2705",8.5,276,25.45,20
"2706",9.4,239,24.15,25
"2707",8.2,228,23.05,26
"2708",7.1,214,20.65,31
"2709",2.8,214,18.95,35
"2710",3.1,301,17.95,34
"2711",2,348,16.05,34
"2712",3.1,108,15.15,39
"2713",3.5,104,12.95,43
"2714",6.9,83,12.75,43
"2715",8.6,91,12.25,45
"2716",7.2,91,12.45,45
"2717",6.9,86,12.45,46
"2718",4.1,83,11.65,49
"2719",7.2,86,11.35,49
"2720",6,78,10.55,51
"2721",8.2,64,13.55,43
"2722",8.3,72,18.15,33
"2723",4.6,60,20.55,28
"2724",6.3,281,21.45,28
"2725",7,287,21.25,29
"2726",7.1,284,22.15,28
"2727",6.2,264,23.35,23
"2728",7.1,264,24.55,19
"2729",7.7,272,25.35,16
"2730",8.2,256,25.15,14
"2731",8.1,235,23.35,13
"2732",7.1,226,21.25,23
"2733",4.6,192,18.85,33
"2734",3.6,308,17.35,33
"2735",0.9,323,15.45,38
"2736",3,118,15.25,43
"2737",5.8,91,13.55,43
"2738",6.8,90,11.45,38
"2739",6.3,93,11.35,41
"2740",7.8,83,11.65,39
"2741",8.4,84,12.25,35
"2742",9.3,82,12.75,32
"2743",9.4,82,13.55,30
"2744",9.7,81,12.05,31
"2745",11.2,78,15.95,25
"2746",10.7,80,19.05,20
"2747",6.1,77,21.95,17
"2748",4.5,300,23.85,14
"2749",6.8,289,23.55,17
"2750",7.5,286,23.95,16
"2751",6.2,300,24.95,15
"2752",6.2,288,24.95,13
"2753",6.3,302,24.95,12
"2754",7.7,278,24.95,12
"2755",9.5,246,23.35,15
"2756",8,239,21.15,15
"2757",4.4,279,19.05,21
"2758",2.4,290,17.15,25
"2759",1.9,95,15.75,29
"2760",4.7,102,15.45,28
"2761",6.3,93,12.25,29
"2762",8,86,10.75,29
"2763",7.2,87,13.65,27
"2764",7.9,89,10.85,31
"2765",8.2,79,10.75,30
"2766",10.3,81,12.25,28
"2767",8.2,80,11.65,28
"2768",10.8,81,10.65,30
"2769",10.5,73,14.65,23
"2770",11.1,76,16.95,20
"2771",7.8,62,20.05,17
"2772",1.9,1,22.95,15
"2773",1.3,7,24.85,12
"2774",6.3,280,24.05,14
"2775",5.9,291,24.45,12
"2776",5.7,260,24.85,12
"2777",5.8,297,25.05,11
"2778",7.3,250,24.75,12
"2779",6.5,273,24.05,12
"2780",7.7,238,20.95,18
"2781",4.1,274,18.35,19
"2782",2.6,233,17.15,16
"2783",1.7,60,14.15,17
"2784",2.7,87,15.85,18
"2785",4.4,97,13.15,21
"2786",4.6,95,12.15,22
"2787",7.9,85,10.25,26
"2788",7.9,84,10.35,28
"2789",6.1,95,10.45,27
"2790",7.2,93,8.65,31
"2791",9.5,80,9.15,30
"2792",10.2,82,11.15,26
"2793",9.1,78,12.55,24
"2794",9.1,79,16.05,19
"2795",7.4,70,19.05,16
"2796",1.8,328,21.65,15
"2797",3.4,331,22.55,17
"2798",4.3,253,22.95,18
"2799",5.2,285,22.75,18
"2800",7.3,287,23.05,18
"2801",7.4,278,23.25,18
"2802",7.8,290,22.55,19
"2803",7.5,285,21.75,19
"2804",6,232,19.65,16
"2805",5.6,212,17.25,21
"2806",1.5,334,15.95,25
"2807",1.1,29,14.55,24
"2808",2.4,75,14.95,25
"2809",3,99,14.15,25
"2810",6.3,92,10.95,28
"2811",8.5,85,9.55,30
"2812",8.3,87,9.55,30
"2813",7.6,90,10.35,31
"2814",9.1,85,10.75,30
"2815",8.9,83,9.15,33
"2816",8.9,79,8.65,34
"2817",6.6,53,11.15,30
"2818",7.9,75,15.05,24
"2819",2.6,1,19.45,20
"2820",4.2,286,20.35,17
"2821",5.7,289,21.25,12
"2822",6.8,271,21.35,13
"2823",9,273,22.45,12
"2824",9.6,286,23.25,10
"2825",9.9,280,22.75,12
"2826",5.5,324,22.25,14
"2827",8.9,269,21.15,17
"2828",7,253,18.65,23
"2829",4.6,233,17.15,24
"2830",5.1,249,15.65,33
"2831",2.8,167,14.45,37
"2832",1.8,133,14.45,39
"2833",3.9,69,13.25,40
"2834",2.6,129,13.65,40
"2835",1.6,210,12.95,46
"2836",2.5,110,12.65,48
"2837",4.2,95,11.05,51
"2838",6.4,84,9.15,55
"2839",6.4,95,9.15,57
"2840",7.6,84,9.35,56
"2841",6.6,82,11.65,49
"2842",5.6,66,15.55,35
"2843",6.3,7,17.45,26
"2844",4.1,316,18.45,20
"2845",5.4,300,19.55,15
"2846",7.7,289,20.05,13
"2847",9.6,307,21.35,14
"2848",9.9,294,21.15,11
"2849",8.9,302,21.35,10
"2850",9.2,292,21.25,9
"2851",7,291,19.75,11
"2852",5.5,277,18.45,15
"2853",4.8,255,16.45,22
"2854",3.5,178,13.85,25
"2855",3.1,118,14.05,24
"2856",3.3,170,13.05,27
"2857",9.1,89,12.05,27
"2858",8.6,93,13.25,22
"2859",9.7,82,11.25,26
"2860",8.2,77,8.65,27
"2861",9.3,71,9.45,22
"2862",9.8,79,9.15,20
"2863",10.1,76,8.85,22
"2864",9.1,71,9.75,17
"2865",9.6,75,12.15,14
"2866",8,76,15.55,12
"2867",2.9,359,19.45,12
"2868",6.9,282,17.35,27
"2869",7.6,278,17.35,34
"2870",8.2,276,17.95,34
"2871",8.6,276,17.95,35
"2872",7.7,289,18.85,33
"2873",9,277,18.85,34
"2874",8.4,285,17.85,38
"2875",8.7,272,17.05,43
"2876",5.5,260,15.25,50
"2877",2.8,200,13.85,56
"2878",3.1,189,12.35,60
"2879",2.4,115,12.55,53
"2880",7.9,87,11.75,57
"2881",8.1,82,12.05,47
"2882",10,84,11.95,43
"2883",9.4,80,11.45,41
"2884",9.6,84,11.55,43
"2885",9.8,80,10.55,47
"2886",10.4,79,11.25,38
"2887",11.7,82,10.25,34
"2888",10.6,80,9.75,34
"2889",10.7,72,12.15,27
"2890",11.2,75,15.45,17
"2891",6.7,73,18.25,11
"2892",6.4,285,19.65,17
"2893",6.5,278,19.25,29
"2894",6.2,286,20.35,26
"2895",7.5,267,20.55,22
"2896",8.1,294,21.25,21
"2897",8.1,280,21.05,21
"2898",6.3,282,21.05,21
"2899",4.8,293,20.35,21
"2900",5.6,269,19.05,24
"2901",2.7,264,16.65,28
"2902",2,174,15.05,30
"2903",3.4,167,14.95,31
"2904",2.5,170,14.65,32
"2905",6.2,97,10.55,38
"2906",7.2,82,10.15,36
"2907",10.2,82,10.25,36
"2908",7.4,84,10.05,39
"2909",8.3,79,9.55,39
"2910",7.9,79,9.85,37
"2911",8.6,82,9.35,36
"2912",9,78,7.95,39
"2913",8.3,79,10.85,31
"2914",10,71,15.55,21
"2915",6.2,62,17.75,20
"2916",2.9,320,21.35,15
"2917",5.8,281,22.35,13
"2918",6.7,293,22.85,13
"2919",6.9,282,23.25,12
"2920",6.5,271,23.35,11
"2921",6.3,297,23.65,10
"2922",6.4,283,23.35,11
"2923",4.5,290,22.75,13
"2924",6.9,243,20.75,21
"2925",4,280,18.35,23
"2926",3.4,281,16.65,31
"2927",0.7,177,15.25,35
"2928",4.2,98,13.05,35
"2929",6.8,89,12.05,35
"2930",5.3,91,11.95,35
"2931",7.5,84,10.95,35
"2932",7.2,96,10.55,34
"2933",9,93,11.25,29
"2934",10.7,87,9.65,30
"2935",10.3,83,10.05,29
"2936",8.4,87,11.05,27
"2937",8.1,76,13.15,23
"2938",8.1,68,16.55,19
"2939",6.6,79,20.15,15
"2940",1.8,252,24.45,12
"2941",3.2,245,25.45,10
"2942",6.3,290,26.35,12
"2943",6,266,26.55,9
"2944",7.4,250,27.05,9
"2945",8.3,256,27.15,10
"2946",6.5,249,26.15,10
"2947",8.3,241,24.95,10
"2948",5.3,223,22.15,14
"2949",6.1,201,19.65,16
"2950",1.6,55,18.45,17
"2951",3.9,99,17.15,21
"2952",5.8,95,16.55,21
"2953",8.4,82,14.15,24
"2954",7.1,99,13.85,23
"2955",4.5,92,15.05,23
"2956",4.9,89,14.95,21
"2957",6.5,88,13.05,24
"2958",7.3,87,12.75,25
"2959",7.6,85,11.35,25
"2960",7.7,78,12.15,24
"2961",10,81,17.35,17
"2962",9.9,80,20.95,14
"2963",7.3,67,24.85,10
"2964",2.2,322,27.25,8
"2965",6.8,282,28.05,8
"2966",7,233,28.75,6
"2967",7.3,250,28.45,7
"2968",7.2,263,28.65,9
"2969",11.7,250,28.25,11
"2970",10.8,248,26.25,16
"2971",7.9,233,24.05,20
"2972",3.5,220,21.75,23
"2973",3.1,302,19.85,24
"2974",1,21,17.75,32
"2975",5.2,102,16.75,31
"2976",4.7,99,16.35,32
"2977",5.5,103,16.75,29
"2978",5,100,14.35,29
"2979",5.3,112,14.05,31
"2980",6,91,13.45,34
"2981",7.4,95,13.25,33
"2982",8.5,82,13.05,32
"2983",7.7,93,13.45,30
"2984",8.5,84,12.75,31
"2985",8.3,82,15.35,27
"2986",8.1,71,20.65,19
"2987",7,75,23.75,16
"2988",5.4,290,23.35,19
"2989",5.8,281,22.45,21
"2990",7.5,290,23.45,19
"2991",7,294,24.55,18
"2992",7,277,25.15,16
"2993",7.7,290,26.15,15
"2994",9,254,24.95,20
"2995",6.6,240,23.45,23
"2996",5.1,267,21.95,25
"2997",3.7,264,20.15,32
"2998",2.1,171,18.95,34
"2999",4.1,106,17.75,36
"3000",5.3,92,16.65,35
"3001",5.7,97,15.45,33
"3002",5.3,91,16.45,30
"3003",9.2,79,15.45,35
"3004",8.3,83,14.85,36
"3005",2.3,160,15.25,36
"3006",1,343,14.65,35
"3007",4,96,14.15,35
"3008",6.9,87,14.05,35
"3009",6.5,78,16.55,30
"3010",7.5,77,19.35,26
"3011",6.8,78,20.95,24
"3012",4.9,35,22.95,21
"3013",4.3,244,21.85,25
"3014",6.3,288,22.05,27
"3015",6.5,256,24.65,21
"3016",7.1,254,25.85,15
"3017",5.3,257,24.95,16
"3018",4.1,222,24.85,17
"3019",3.5,236,24.45,18
"3020",2.7,209,23.45,18
"3021",2.7,255,22.35,21
"3022",2.8,306,19.65,26
"3023",1.9,239,18.05,28
"3024",2.9,178,17.35,29
"3025",3.7,166,17.55,29
"3026",3.7,99,16.95,28
"3027",4.5,95,15.45,34
"3028",4.2,112,15.55,33
"3029",6.2,79,14.35,38
"3030",2.4,351,14.15,40
"3031",2.1,129,13.05,45
"3032",1.8,154,14.05,46
"3033",1.7,95,14.85,50
"3034",2.5,42,18.15,43
"3035",4.1,287,19.35,35
"3036",5.3,286,19.35,35
"3037",5.4,287,20.15,32
"3038",6.8,276,20.85,33
"3039",6.1,285,21.45,32
"3040",7.6,277,23.05,27
"3041",6.8,281,23.45,26
"3042",6,290,22.75,25
"3043",3,295,22.05,28
"3044",2.2,274,21.45,29
"3045",3.4,253,20.15,33
"3046",2.5,216,18.25,42
"3047",1.3,89,16.85,44
"3048",2.7,89,16.05,46
"3049",4.7,101,14.95,42
"3050",4.4,90,14.25,41
"3051",3.9,101,12.75,44
"3052",6.5,83,13.25,43
"3053",4.6,106,13.45,45
"3054",7.1,90,12.95,45
"3055",9.9,79,13.95,47
"3056",9.6,80,13.55,51
"3057",10.3,81,16.45,42
"3058",4.7,31,18.85,38
"3059",2.3,305,20.55,36
"3060",4.6,273,22.85,30
"3061",6.7,287,24.15,26
"3062",6,274,25.45,24
"3063",6.3,269,25.75,24
"3064",6.2,276,26.25,23
"3065",6.8,283,26.25,23
"3066",5.9,278,25.95,23
"3067",8.5,236,24.45,23
"3068",7.6,216,21.45,28
"3069",3.7,198,20.25,27
"3070",1.5,35,18.95,29
"3071",5,106,17.45,32
"3072",4.9,102,16.35,34
"3073",7.5,85,15.35,37
"3074",7.1,78,15.75,37
"3075",5,98,13.65,39
"3076",7.5,93,13.95,40
